MSOAcode,Population,Population70AndOver
E02004284,9733,1768
E02004285,7449,1323
E02004286,5262,885
E02004287,5607,1008
E02004288,5543,693
E02004289,7254,1219
E06000053,2242,430
E02006781,2242,430
E06000024,213919,37665
E02003065,9918,1782
E02003066,6169,1300
E02003067,7869,1152
E02003068,6305,1205
E02003069,5545,1340
E02003070,13553,2097
E02003071,8099,1623
E02003072,9090,2140
E02003073,6387,1233
E02003074,7789,1075
E02003075,6033,1033
E02003076,9300,1585
E02003077,6137,1146
E02003078,7206,1299
E02003079,9362,1142
E02003080,8764,2017
E02003081,9361,2036
E02003082,9128,1959
E02003084,10556,1614
E02003085,7852,765
E02003086,6191,1365
E02003087,10088,2143
E02003088,8578,1907
E02003089,5951,1262
E02006845,9845,1035
E02006846,8843,410
E06000026,263100,35011
E02003122,7093,1545
E02003123,8567,1250
E02003124,7951,954
E02003125,6076,902
E02003126,7645,1066
E02003127,7556,938
E02003128,8805,1191
E02003129,6246,1083
E02003130,10536,1276
E02003131,7394,1179
E02003132,8989,1219
E02003133,7256,1200
E02003134,6894,790
E02003135,7919,622
E02003136,7819,1863
E02003137,7850,1553
E02003138,7603,724
E02003139,6457,614
E02003140,7649,1320
E02003141,8053,767
E02003142,9171,1096
E02003143,7456,1115
E02003144,8865,583
E02003145,6905,899
E02003146,8957,611
E02003147,9334,711
E02003148,10688,787
E02003149,9667,639
E02003150,12299,1307
E02003151,7530,1987
E02003152,10317,1805
E02003153,7553,1415
E06000025,282644,38993
E02003090,7666,1366
E02003091,6701,1247
E02003092,8107,1063
E02003093,6498,1539
E02003094,8889,1256
E02003095,7473,973
E02003096,6419,831
E02003097,6440,1455
E02003098,10227,518
E02003099,7528,1286
E02003100,13577,1565
E02003101,11229,661
E02003102,7004,1181
E02003103,7296,632
E02003104,7649,955
E02003105,6402,1388
E02003106,15043,995
E02003107,11275,1456
E02003108,10746,1581
E02003109,6177,1123
E02003110,12046,963
E02003111,6629,1227
E02003112,6629,935
E02003113,10814,1756
E02003114,7186,1359
E02003115,9912,1277
E02003116,7811,1247
E02003117,9344,1128
E02003118,10214,1116
E02003119,10529,1344
E02003120,9236,1668
E02003121,9948,1902
E06000030,221996,25000
E02003212,8188,1577
E02003214,6293,623
E02003215,6814,1342
E02003216,9281,1546
E02003217,7201,878
E02003218,6424,716
E02003219,8147,1118
E02003220,10218,1747
E02003221,7007,676
E02003222,5906,381
E02003223,10402,864
E02003224,8489,1574
E02003225,5981,489
E02003226,10395,508
E02003227,6696,517
E02003228,7613,828
E02003229,5430,326
E02003230,8588,516
E02003231,8745,941
E02003232,8719,792
E02003233,8708,1010
E02003234,8347,1176
E02003235,9122,1420
E02003236,11580,2172
E02006847,9850,419
E02006848,8190,241
E02006849,9662,603
E06000027,135780,26439
E02003154,7241,1296
E02003155,5770,1224
E02003156,10574,1316
E02003157,6433,745
E02003158,5683,1284
E02003159,5768,696
E02003161,7432,888
E02003163,7820,2340
E02003164,8904,2054
E02003165,7124,1250
E02003166,11684,1578
E02003167,9513,2073
E02003168,7124,1599
E02003169,6765,1981
E02003170,9513,2541
E02003171,7473,1683
E02006840,10959,1891
E06000054,498064,76979
E02006644,6546,1079
E02006645,7723,1080
E02006646,7381,1094
E02006647,5916,1068
E02006648,6147,1046
E02006649,7548,1128
E02006650,12835,1759
E02006651,7540,1107
E02006652,9577,1099
E02006653,9589,1258
E02006654,9633,1666
E02006634,8672,1471
E02006655,7267,1347
E02006656,6920,608
E02006657,10859,1150
E02006658,7345,1218
E02006659,7837,1177
E02006660,13423,2149
E02006635,8556,1598
E02006678,7661,1150
E02006679,11369,1771
E02006680,7453,1362
E02006681,5855,1292
E02006636,7012,1309
E02006637,11094,1579
E02006638,6241,1440
E02006682,9860,2058
E02006639,8507,1554
E02006640,7432,1116
E02006683,8404,1076
E02006684,6651,668
E02006685,10100,1364
E02006686,5562,972
E02006641,8010,1343
E02006687,7746,773
E02006688,5633,772
E02006689,6941,1240
E02006642,5734,887
E02006690,6482,1355
E02006691,14511,1922
E02006643,17769,794
E02006692,5746,910
E02006693,5921,999
E02006694,6237,1308
E02006661,10603,604
E02006662,6198,811
E02006695,6395,1447
E02006663,12029,1437
E02006664,6478,1206
E02006665,6774,1582
E02006666,6671,953
E02006667,6605,590
E02006668,5943,1207
E02006669,10211,2110
E02006670,6763,935
E02006671,6153,967
E02006672,8652,1391
E02006673,4957,1222
E02006674,6049,867
E02006675,7989,1489
E02006676,6339,1342
E02006677,8010,1703
E07000040,144317,32668
E02004129,5725,1360
E02004130,6081,1467
E02004131,5507,1077
E02004132,8700,1559
E02004133,9196,2047
E02004134,12503,1340
E02004135,8308,2160
E02004136,8711,1794
E02004137,5448,1455
E02004138,7407,2617
E02004139,6997,1901
E02004140,5255,2093
E02004141,6112,1270
E02004142,6599,1158
E02004143,6352,1338
E02004144,6920,1534
E02004145,6136,2065
E02004146,7406,1112
E02004147,7521,944
E02004148,7433,2377
E07000041,130428,15278
E02004149,11461,1166
E02004150,6996,577
E02004151,9072,1401
E02004152,9493,652
E02004153,7686,726
E02004154,8448,732
E02004155,7575,1082
E02004156,11695,835
E02004157,6748,937
E02004158,8254,846
E02004159,12335,1319
E02004160,7299,1314
E02004161,8321,993
E02004162,7440,1105
E02004163,7605,1593
E07000042,81695,13635
E02004164,6787,1346
E02004165,8498,1724
E02004166,6749,1179
E02004167,7467,932
E02004168,6307,958
E02004169,7242,1203
E02004170,8718,1184
E02004171,8186,1365
E02004172,6438,1132
E02004173,7413,1251
E02004174,7890,1361
E07000043,96110,17834
E02004175,5425,872
E02004176,5478,1222
E02004177,5968,1028
E02004178,5396,1045
E02004179,9413,1763
E02004180,5978,1043
E02004181,5776,988
E02004182,6309,947
E02004183,5964,1391
E02004184,8938,1066
E02004185,6196,1633
E02004186,8805,1484
E02004187,9760,1879
E02004188,6704,1473
E07000044,86221,17313
E02004189,6128,805
E02004190,8104,1500
E02004191,8724,1607
E02004192,7391,1668
E02004193,11740,1729
E02004194,7103,1236
E02004195,5424,1200
E02004196,7593,1520
E02004197,6672,1721
E02004198,6518,1399
E02004199,5665,1572
E02004200,5159,1356
E07000045,132844,25437
E02004201,5397,1235
E02004202,8576,1416
E02004203,5880,1231
E02004204,9748,1857
E02004205,8209,1462
E02004206,6728,1806
E02004207,6338,1283
E02004208,8454,1820
E02004209,8791,1511
E02004210,6793,1370
E02004211,6684,1764
E02004212,6135,886
E02004213,7886,966
E02004214,6194,824
E02004215,5777,1012
E02004216,5547,1108
E02004217,8011,1358
E02004218,6111,1238
E02004219,5585,1290
E07000046,68143,13103
E02004220,6140,1426
E02004221,6285,1892
E02004222,6012,903
E02004223,12779,1676
E02004224,6493,1384
E02004225,5996,1044
E02004226,7252,1547
E02004227,10076,1822
E02004228,7110,1409
E07000047,55528,11070
E02004229,9481,1699
E02004230,7541,1385
E02004231,6939,1306
E02004232,6692,1269
E02004233,12471,2579
E02004234,6034,1398
E02004235,6370,1434
E07000078,117090,16575
E02004600,5523,723
E02004601,5234,1304
E02004602,6538,785
E02004603,8437,628
E02004604,8119,764
E02004605,5701,668
E02004606,10103,1037
E02004607,9585,1049
E02004608,10454,1432
E02004609,7062,1185
E02004610,7674,1496
E02004611,11446,1592
E02004612,9187,1630
E02004613,6474,1233
E02004614,5553,1049
E07000079,89022,16637
E02004615,8311,2027
E02004616,9406,2136
E02004617,9135,1643
E02004618,7352,1145
E02004619,7306,1381
E02004620,8316,1079
E02004621,6621,1488
E02004622,7600,1178
E02004623,8990,1753
E02004624,6524,1094
E02004625,9461,1713
E07000080,86543,14894
E02004626,10254,1799
E02004627,6149,1142
E02004628,8062,1324
E02004629,13134,1909
E02004630,6538,1298
E02004631,5070,959
E02004632,10819,1856
E02004633,8512,1442
E02004634,10472,1796
E02004635,7533,1369
E07000081,129285,15561
E02004636,7896,1259
E02004637,9432,1406
E02004638,5844,853
E02004639,9935,1051
E02004640,8286,582
E02004641,7345,1765
E02004642,12089,1220
E02004643,7968,616
E02004644,8860,959
E02004645,9248,1176
E02004646,8908,1074
E02004647,6003,1085
E02004648,5859,1214
E02004649,7324,605
E02004650,14288,696
E07000082,119019,19039
E02004651,9737,1073
E02004652,6639,1513
E02004653,6775,1101
E02004654,11805,1736
E02004655,8091,1086
E02004656,11598,1386
E02004657,6838,1000
E02004658,6330,1009
E02004659,6715,1277
E02004660,6693,1646
E02004661,8533,1572
E02004662,6434,1032
E02004663,6550,1097
E02004664,7504,1011
E02004665,8777,1500
E07000083,92599,14853
E02004666,12266,1300
E02004667,11300,2115
E02004668,9020,1935
E02004669,7377,1447
E02004670,15055,2387
E02004671,6792,1104
E02004672,12981,1956
E02004673,6444,1268
E02004674,11364,1341
E07000187,114881,19032
E02006047,8586,1465
E02006048,7068,1112
E02006049,7475,1375
E02006050,8922,1108
E02006051,8070,1696
E02006052,7761,1446
E02006053,10195,1223
E02006054,8322,1891
E02006055,9222,1085
E02006056,7533,1328
E02006057,7764,1307
E02006058,8927,1390
E02006059,6772,1280
E02006060,8264,1326
E07000188,122791,20828
E02006061,9221,1733
E02006062,11194,2452
E02006063,6940,1371
E02006064,7632,2069
E02006065,8977,1476
E02006066,8198,1597
E02006067,6938,1403
E02006068,7939,831
E02006069,10341,1044
E02006070,8076,1019
E02006071,9456,1504
E02006072,9435,1923
E02006073,7514,956
E02006074,10930,1450
E07000246,153866,28644
E02006099,7043,1057
E02006100,7542,1168
E02006101,5703,1145
E02006102,6920,1024
E02006103,7787,1620
E02006104,9878,1133
E02006105,11106,1288
E02006106,9648,1274
E02006107,8511,998
E02006108,8956,1868
E02006109,7969,1774
E02006110,9510,1447
E02006111,10686,2454
E02006112,7720,1616
E02006113,7432,1896
E02006114,6569,1760
E02006115,7351,1638
E02006116,7936,2007
E02006117,5599,1477
E07000189,167861,30625
E02006075,5579,862
E02006076,8598,1926
E02006077,5477,1299
E02006078,6151,1310
E02006079,7816,1375
E02006080,7344,1056
E02006081,5338,1082
E02006082,6630,1184
E02006083,5640,1150
E02006084,7425,1628
E02006085,7214,1078
E02006086,7278,1105
E02006087,6236,758
E02006088,7951,953
E02006089,6946,776
E02006090,6975,1035
E02006091,9663,1996
E02006092,6413,1123
E02006093,8781,1941
E02006094,5228,1122
E02006095,8023,1719
E02006096,6976,1173
E02006097,6892,1275
E02006098,7287,1699
W06000001,69961,12992
W02000001,8675,1557
W02000002,6431,1553
W02000003,10658,1383
W02000004,7276,1614
W02000005,8517,2062
W02000006,6957,1044
W02000007,7256,1102
W02000008,6278,1219
W02000009,7913,1458
W06000002,124178,20581
W02000010,10065,578
W02000011,8237,984
W02000012,8469,1086
W02000013,6795,979
W02000014,7228,943
W02000015,8400,1288
W02000016,6648,1048
W02000017,7884,1254
W02000018,6484,1014
W02000019,7012,1607
W02000020,6966,1386
W02000021,8321,1543
W02000022,5904,1381
W02000023,5887,1265
W02000024,5940,920
W02000025,6509,1300
W02000026,7429,2005
W06000003,117181,23882
W02000027,8897,1879
W02000028,7073,1551
W02000029,6245,1594
W02000030,5974,1747
W02000031,8393,1709
W02000032,9584,2174
W02000033,6201,1137
W02000034,7607,1409
W02000035,8627,1227
W02000036,10782,2919
W02000037,7282,1138
W02000038,7095,1329
W02000039,7857,1383
W02000040,6944,1143
W02000041,8620,1543
W06000004,95330,16472
W02000042,5840,1322
W02000043,5257,966
W02000044,5198,1135
W02000045,9458,1600
W02000047,5489,495
W02000049,6524,1065
W02000050,6409,1103
W02000051,5326,1051
W02000052,5160,646
W02000053,6535,1108
W02000054,6116,1100
W02000055,5723,1017
W02000056,5264,817
W02000057,6338,1272
W02000419,10693,1775
W06000005,155593,23192
W02000058,5066,987
W02000059,6694,1027
W02000060,10868,1397
W02000061,6631,779
W02000062,6237,892
W02000063,8107,1501
W02000064,6074,735
W02000065,7361,886
W02000066,10124,1049
W02000067,6632,979
W02000068,5561,758
W02000069,6444,1116
W02000070,10864,1649
W02000071,7188,1400
W02000072,11792,1377
W02000073,10133,1754
W02000074,10033,1520
W02000075,6142,893
W02000076,7467,1374
W02000077,6175,1119
W06000006,136126,19221
W02000080,8102,1017
W02000081,5956,780
W02000082,7810,892
W02000083,9191,1077
W02000084,4825,1128
W02000085,8924,1675
W02000086,5152,774
W02000087,7178,635
W02000088,8189,936
W02000089,8711,797
W02000090,5726,796
W02000091,6073,875
W02000092,7024,866
W02000093,6641,926
W02000094,9290,1304
W02000095,6621,1181
W02000096,6528,1067
W02000420,14185,2495
W06000023,132447,25759
W02000097,9179,1853
W02000098,6146,1188
W02000099,6691,1135
W02000100,6248,1111
W02000101,5403,1097
W02000102,6185,1141
W02000103,5618,1142
W02000104,6233,1097
W02000105,5067,481
W02000106,6527,1310
W02000107,9681,2139
W02000108,7179,1743
W02000109,5529,1157
W02000110,6769,1281
W02000111,8411,1717
W02000113,8408,1481
W02000114,6980,1577
W02000414,6078,1147
W02000416,10115,1962
W06000008,72992,13053
W02000116,7415,1340
W02000117,8976,648
W02000118,6982,845
W02000120,7092,1573
W02000122,6556,1377
W02000123,8321,1496
W02000124,8854,1946
W02000125,7410,1563
W02000421,11386,2265
W06000009,125055,23202
W02000126,8483,1673
W02000127,9913,2112
W02000128,7622,1434
W02000129,7105,1395
W02000130,7121,754
W02000131,7071,1201
W02000132,6750,1328
W02000133,8245,1672
W02000134,8674,1573
W02000135,7328,1240
W02000136,8448,2007
W02000137,7616,1086
W02000138,9675,1389
W02000139,7612,1754
W02000140,7272,1137
W02000141,6120,1447
W06000010,187568,31641
W02000142,5670,1037
W02000143,5576,1116
W02000144,7627,1572
W02000145,7129,1405
W02000146,6635,1298
W02000147,8514,1113
W02000148,5164,716
W02000149,6460,1424
W02000151,7395,1103
W02000152,8368,1611
W02000153,8169,1589
W02000154,7774,1330
W02000156,8449,1344
W02000157,9550,1561
W02000158,5962,903
W02000159,6136,1020
W02000160,7636,1457
W02000161,5611,831
W02000162,8401,1767
W02000163,5422,801
W02000164,7348,1219
W02000165,6710,927
W02000166,8909,1031
W02000167,10530,1189
W02000418,12423,2277
W06000011,246466,34942
W02000168,6628,901
W02000169,9417,1408
W02000170,8848,1419
W02000171,8446,987
W02000172,10448,1378
W02000173,8042,722
W02000174,9510,1529
W02000175,7583,934
W02000176,9098,1630
W02000177,7023,807
W02000178,9518,691
W02000179,6690,1130
W02000180,8478,948
W02000181,7435,1119
W02000182,7892,956
W02000183,10161,958
W02000184,7261,1055
W02000185,5083,998
W02000186,9104,705
W02000187,5572,1052
W02000188,8009,835
W02000189,8116,1532
W02000190,5168,1042
W02000191,9943,1029
W02000192,10124,838
W02000193,10205,813
W02000194,6460,1238
W02000195,5804,1488
W02000196,6582,1437
W02000197,6404,1552
W02000198,7414,1811
W06000012,142906,20845
W02000200,5211,802
W02000201,5343,924
W02000202,12178,1799
W02000203,6797,930
W02000204,6850,1246
W02000205,5848,1070
W02000206,6718,1134
W02000207,5028,903
W02000208,10668,1265
W02000209,5174,725
W02000210,6540,751
W02000211,8002,1008
W02000212,7854,1170
W02000213,6725,1238
W02000214,9926,1414
W02000215,9766,1224
W02000216,7109,983
W02000217,6732,896
W02000417,10437,1363
W06000013,144876,20954
W02000218,6996,886
W02000219,7352,950
W02000220,8132,1057
W02000221,7768,858
W02000222,6090,1119
W02000223,6131,685
W02000224,6488,765
W02000225,9201,1238
W02000226,10251,1630
W02000227,7535,1002
W02000228,9718,1085
W02000229,6264,917
W02000230,5510,1061
W02000231,8415,1168
W02000232,5857,738
W02000233,6308,698
W02000234,10960,1223
W02000235,8903,2414
W02000236,6997,1460
W06000014,132165,19958
W02000237,5887,1000
W02000238,6329,1550
W02000239,7276,1281
W02000240,8805,1322
W02000241,10532,1710
W02000242,8034,1726
W02000243,9864,1108
W02000244,10476,1928
W02000245,8775,784
W02000246,5528,1062
W02000247,9031,1607
W02000248,11152,969
W02000249,9207,1208
W02000250,11758,1356
W02000251,9511,1347
W06000015,364248,36401
W02000367,5878,1126
W02000368,5809,660
W02000369,8252,533
W02000370,6557,1485
W02000371,9449,1301
W02000372,8029,1080
W02000373,6836,641
W02000374,5863,1029
W02000375,7399,625
W02000376,7016,927
W02000377,7283,636
W02000378,7430,1267
W02000379,6532,424
W02000380,7074,1076
W02000381,6452,794
W02000382,6092,726
W02000383,7290,847
W02000384,5721,832
W02000385,7609,1130
W02000386,8018,1401
W02000387,6139,851
W02000388,5915,865
W02000389,8605,897
W02000390,6470,1202
W02000391,9588,386
W02000392,8890,1414
W02000393,6603,739
W02000394,9953,280
W02000395,7045,663
W02000396,7781,347
W02000397,6459,921
W02000398,12412,239
W02000399,10111,534
W02000400,6712,620
W02000401,5984,655
W02000402,11965,442
W02000403,7485,465
W02000404,6173,472
W02000405,7794,556
W02000406,8956,807
W02000407,6772,702
W02000408,7380,418
W02000409,6074,788
W02000410,8940,474
W02000411,6754,609
W02000412,6970,560
W02000422,9109,256
W02000423,10620,699
W06000016,240131,32695
W02000252,9275,1198
W02000253,6853,998
W02000254,7710,1184
W02000255,6847,993
W02000256,10095,1399
W02000257,7318,1165
W02000258,5813,861
W02000259,5984,733
W02000260,5781,900
W02000261,7783,1323
W02000262,5274,786
W02000263,6417,760
W02000264,5895,683
W02000265,9174,1352
W02000266,7609,947
W02000267,6543,950
W02000268,9120,1357
W02000269,8424,1131
W02000270,6737,894
W02000271,5730,807
W02000272,9840,1437
W02000273,10093,873
W02000274,10146,1255
W02000275,6005,888
W02000276,6364,1221
W02000277,7236,1043
W02000278,9261,1094
W02000279,8054,900
W02000280,9211,896
W02000281,7705,1226
W02000282,11834,1441
W06000024,60183,7851
W02000284,9618,1173
W02000285,8690,1279
W02000286,6953,873
W02000287,8481,1136
W02000288,8090,1183
W02000289,8679,1091
W02000415,9672,1116
W06000018,181019,24604
W02000290,8789,1200
W02000291,7354,1001
W02000292,6110,793
W02000293,6134,800
W02000294,5676,898
W02000295,9672,1316
W02000296,7725,1136
W02000297,7587,1030
W02000298,7310,1007
W02000299,6658,967
W02000300,8652,1265
W02000301,7950,856
W02000302,10355,1534
W02000303,7263,873
W02000304,5855,804
W02000305,6357,858
W02000306,5205,835
W02000307,6859,690
W02000308,9172,1142
W02000309,6857,1062
W02000310,5396,676
W02000311,9947,1382
W02000312,7549,1091
W02000313,10587,1388
W06000019,69713,9915
W02000314,7078,1115
W02000315,5442,851
W02000316,7000,1103
W02000317,7762,1096
W02000318,9425,1264
W02000319,8329,1189
W02000320,8560,1113
W02000321,9059,1232
W02000322,7058,952
W06000020,93049,13537
W02000323,6399,889
W02000324,7382,957
W02000325,7546,863
W02000326,9021,1262
W02000327,5943,1205
W02000328,7587,1151
W02000329,7400,1008
W02000330,7271,1473
W02000331,6696,653
W02000332,7380,1097
W02000333,6415,861
W02000334,6797,865
W02000335,7212,1253
W06000021,94142,16952
W02000336,8295,1784
W02000337,7570,1258
W02000338,8516,1734
W02000339,11066,2148
W02000340,7241,1488
W02000341,8573,1646
W02000342,9774,1768
W02000343,8610,1152
W02000344,8453,1475
W02000345,8144,1480
W02000346,7900,1019
W06000022,153302,19161
W02000347,7788,1483
W02000348,7896,1348
W02000349,8074,1091
W02000350,8603,1192
W02000351,6094,838
W02000352,6790,729
W02000353,7190,756
W02000354,5769,1079
W02000355,8999,1364
W02000356,5351,728
W02000357,7975,723
W02000358,6259,1125
W02000359,11578,606
W02000360,6553,686
W02000361,11507,1197
W02000362,6054,920
W02000363,5716,1007
W02000364,8590,577
W02000365,8115,770
W02000366,8401,942
