MSOA,IMD19,DeprivationDecile
E02000597,7425.4,2
E02005189,7432.25,2
E02001801,7440.25,2
E02001233,7441.2,2
E02002673,7441.4,2
E02005448,7450.25,2
E02001152,7459,2
E02002874,7459.4,2
E02004175,7466.75,2
E02002004,7472.2,2
E02003956,7482.75,2
E02001786,7483,2
E02003012,7490.666666666667,2
E02005925,7492.5,2
E02001377,7492.8,2
E02001782,7497.833333333333,2
E02002074,7505.2,2
E02002075,7507.2,2
E02000736,7507.6,2
E02001711,7510.333333333333,2
E02005588,7511,2
E02002824,7513.833333333333,2
E02001766,7514,2
E02002966,7515,2
E02001029,7529.75,2
E02000869,7529.75,2
E02003039,7536.2,2
E02000300,7539,2
E02001177,7546.428571428572,2
E02001467,7555.2,2
E02002433,7559,2
E02005881,7560,2
E02006141,7564.714285714285,2
E02005589,7567,2
E02005644,7570.25,2
E02000827,7578,2
E02002843,7580.285714285715,2
E02003925,7590.4,2
E02001567,7599.5,2
E02001495,7604.2,2
E02002317,7607,2
E02002628,7607.6,2
E02002735,7615,2
E02004356,7620.4,2
E02002954,7629.4,2
E02003919,7633.5,2
E02000358,7635.833333333333,2
E02000877,7636.2,2
E02000678,7642.25,2
E02000735,7644.5,2
E02000742,7652.75,2
E02002871,7655.6,2
E02001699,7673.4,2
E02002189,7675,2
E02004744,7690.4,2
E02000359,7699.5,2
E02003998,7699.6,2
E02006884,7703.444444444444,2
E02002952,7705.25,2
E02002256,7707.5,2
E02001478,7712.4,2
E02003415,7715.5,2
E02003407,7718.5,2
E02000203,7723.4,2
E02002017,7727.6,2
E02005715,7729.8,2
E02005697,7730.75,2
E02001072,7733,2
E02000715,7735.5,2
E02002243,7736.166666666667,2
E02001516,7737.25,2
E02002479,7750,2
E02003924,7751,2
E02001573,7751.8,2
E02004855,7757.75,2
E02000879,7758.5,2
E02006716,7762.25,2
E02003029,7762.5,2
E02001943,7766,2
E02003275,7767.166666666667,2
E02002625,7767.333333333333,2
E02001566,7768.5,2
E02005112,7770.8,2
E02001851,7771.6,2
E02001986,7772.2,2
E02001655,7775.6,2
E02002876,7784.2,2
E02000716,7787,2
E02001521,7792.714285714285,2
E02000880,7795,2
E02002279,7801,2
E02005660,7805,2
E02001239,7806.666666666667,2
E02001924,7812.5,2
E02001556,7813.666666666667,2
E02000283,7816.8,2
E02002562,7820.5,2
E02003830,7829,2
E02006102,7836.8,2
E02000625,7837,2
E02000404,7839.5,2
E02001543,7840.833333333333,2
E02004291,7844.25,2
E02006309,7854.6,2
E02001900,7867,2
E02000428,7870.75,2
E02000225,7874.6,2
E02004387,7881.25,2
E02000184,7882.6,2
E02004398,7897.166666666667,2
E02005736,7899,2
E02002447,7909,2
E02001854,7910,2
E02001734,7916,2
E02005822,7929.8,2
E02001825,7930.4,2
E02002288,7931.666666666667,2
E02005135,7933.6,2
E02001421,7937.714285714285,2
E02001033,7939.75,2
E02000725,7947.75,2
E02000826,7960.8,2
E02006144,7969.2,2
E02001384,7972.833333333333,2
E02000337,7978,2
E02003340,7980.8,2
E02000832,7982.6,2
E02002477,7985.5,2
E02005218,7987.2,2
E02003166,7993.285714285715,2
E02000376,7994,2
E02000528,8003.5,2
E02004084,8004.25,2
E02000005,8005.2,2
E02003154,8007.4,2
E02002385,8008.4,2
E02002420,8009.4,2
E02002932,8029.4,2
E02001049,8032,2
E02001684,8032.5,2
E02001459,8034.8,2
E02000819,8040.4,2
E02003589,8042.6,2
E02000246,8057.4,2
E02004116,8064.5,2
E02005061,8068.2,2
E02000072,8076.857142857143,2
E02001257,8077,2
E02000682,8091.4,2
E02002517,8093.5,2
E02000327,8097,2
E02006069,8101.8,2
E02003745,8111.333333333333,2
E02001804,8123.25,2
E02003828,8135,2
E02005265,8139.571428571428,2
E02005052,8143.2,2
E02001473,8144.2,2
E02001913,8149,2
E02001150,8153.333333333333,2
E02006138,8162.25,2
E02006558,8189.333333333333,2
E02005957,8196.75,2
E02002237,8203.4,2
E02000422,8205.75,2
E02001817,8210.25,2
E02006880,8216.25,2
E02002525,8224.833333333334,2
E02000367,8226.166666666666,2
E02000294,8235,2
E02000185,8245.8,2
E02002670,8247,2
E02002806,8249.5,2
E02005517,8251,2
E02001685,8251.4,2
E02000074,8252.2,2
E02001679,8257.5,2
E02001823,8257.8,2
E02000717,8260.5,2
E02001415,8263,2
E02004371,8264.25,2
E02002409,8264.75,2
E02000624,8266.4,2
E02005480,8266.6,2
E02000198,8275.4,2
E02005264,8275.857142857143,2
E02001300,8276.4,2
E02002154,8287.5,2
E02002947,8287.6,2
E02000650,8288.6,2
E02002803,8294.75,2
E02000414,8317,2
E02002893,8318,2
E02002677,8319.8,2
E02000731,8326.2,2
E02006902,8329.8,2
E02000858,8340,2
E02002845,8341.166666666666,2
E02000870,8344,3
E02000092,8358.75,3
E02003922,8360.6,3
E02001128,8372.6,3
E02003551,8375,3
E02006749,8377.75,3
E02000733,8379,3
E02000627,8379.6,3
E02005010,8380.2,3
E02002636,8388.4,3
E02000365,8389.625,3
E02001886,8393.8,3
E02000519,8405,3
E02000263,8410.833333333334,3
E02000375,8411.25,3
E02002218,8411.666666666666,3
E02005893,8412.666666666666,3
E02003873,8414.75,3
E02004815,8415.8,3
E02002045,8421,3
E02005056,8424.833333333334,3
E02000634,8428.25,3
E02005280,8428.666666666666,3
E02002600,8434.5,3
E02006487,8442.4,3
E02002158,8444.2,3
E02000324,8447,3
E02005228,8448,3
E02000579,8452.2,3
E02000745,8454,3
E02003630,8462.333333333334,3
E02003124,8462.6,3
E02000823,8467.6,3
E02001579,8468.666666666666,3
E02002281,8471.714285714286,3
E02005672,8474.5,3
E02003942,8487,3
E02000921,8491,3
E02001756,8492.833333333334,3
E02003848,8503.75,3
E02005661,8506.5,3
E02000747,8508,3
E02001868,8513.2,3
E02000964,8538.333333333334,3
E02004338,8540,3
E02002585,8541.833333333334,3
E02000345,8542,3
E02000212,8544.2,3
E02003576,8545,3
E02005431,8549.6,3
E02000347,8553.6,3
E02003394,8559.8,3
E02003963,8560.5,3
E02003302,8571.666666666666,3
E02001603,8573,3
E02002125,8576,3
E02004210,8579,3
E02005346,8584.142857142857,3
E02001210,8588.2,3
E02002454,8588.25,3
E02001410,8593,3
E02002318,8596.5,3
E02006881,8603.42857142857,3
E02000513,8603.8,3
E02001705,8604.5,3
E02001919,8605.5,3
E02000464,8606.5,3
E02000739,8609.25,3
E02006916,8613.25,3
E02000734,8614.25,3
E02000565,8614.6,3
E02002804,8618.8,3
E02003253,8621.4,3
E02000313,8622.5,3
E02002063,8624.4,3
E02000911,8624.6,3
E02000252,8625.4,3
E02001776,8625.5,3
E02001541,8630.57142857143,3
E02003896,8631.75,3
E02005563,8632.8,3
E02000386,8634,3
E02002153,8636,3
E02001167,8653.25,3
E02001247,8661.2,3
E02006218,8662.2,3
E02003276,8669,3
E02001956,8671.75,3
E02001012,8681,3
E02002239,8687.2,3
E02004089,8687.5,3
E02003329,8692.75,3
E02000639,8693.4,3
E02006139,8696.25,3
E02004334,8704.8,3
E02003594,8706.8,3
E02000371,8718.42857142857,3
E02002236,8722.25,3
E02004434,8723.5,3
E02000355,8727.6,3
E02001249,8728.5,3
E02004951,8731.25,3
E02000752,8731.75,3
E02001958,8733.5,3
E02006876,8734.6,3
E02005036,8735.25,3
E02002151,8740.5,3
E02002080,8740.75,3
E02000878,8741.8,3
E02000240,8746.333333333334,3
E02006115,8747.8,3
E02003588,8751,3
E02001398,8754.4,3
E02003569,8756,3
E02001624,8757.666666666666,3
E02004585,8757.8,3
E02002182,8760.75,3
E02005252,8762,3
E02003760,8767,3
E02001616,8772.2,3
E02000868,8774,3
E02004803,8778.4,3
E02002739,8787.25,3
E02002044,8790.75,3
E02005088,8799.833333333334,3
E02002724,8803.2,3
E02002022,8812.2,3
E02005197,8818.75,3
E02001178,8827.5,3
E02004313,8829.25,3
E02002669,8829.6,3
E02000103,8830.2,3
E02002641,8837.5,3
E02002231,8839.714285714286,3
E02000556,8849,3
E02003994,8855.2,3
E02003642,8857.6,3
E02005821,8862.5,3
E02001027,8867.75,3
E02001540,8868.285714285714,3
E02001297,8871.2,3
E02004863,8874.8,3
E02002347,8878.75,3
E02005321,8881.5,3
E02000127,8883.333333333334,3
E02006088,8891,3
E02003334,8894.5,3
E02001168,8894.666666666666,3
E02001583,8897,3
E02002079,8900.6,3
E02003050,8904,3
E02000935,8910.25,3
E02000274,8923,3
E02001727,8923.666666666666,3
E02001723,8929.5,3
E02004080,8931.833333333334,3
E02003901,8933.4,3
E02005323,8937.6,3
E02003040,8947,3
E02005519,8949.4,3
E02003221,8968.25,3
E02000623,8971.2,3
E02001581,8977.75,3
E02000207,8982.2,3
E02005055,8984,3
E02000217,8991,3
E02002077,8995.166666666666,3
E02000591,8996.75,3
E02006129,9004.6,3
E02002210,9006.4,3
E02000816,9010.2,3
E02005104,9017,3
E02002958,9021.2,3
E02005114,9039,3
E02001726,9042.125,3
E02001968,9042.25,3
E02000782,9045.4,3
E02002000,9069,3
E02000068,9075.5,3
E02000521,9081,3
E02002133,9090,3
E02001814,9094.25,3
E02000416,9097.4,3
E02002832,9098.4,3
E02003628,9105.6,3
E02003319,9107,3
E02004168,9114.25,3
E02000465,9114.8,3
E02001553,9120.333333333334,3
E02004582,9134,3
E02000987,9136.6,3
E02006545,9137.4,3
E02003566,9139.5,3
E02002315,9143,3
E02004357,9143.2,3
E02003934,9143.5,3
E02002428,9144.75,3
E02002072,9145.2,3
E02000188,9145.6,3
E02004343,9157,3
E02000714,9158.25,3
E02004240,9167,3
E02001780,9179.333333333334,3
E02000724,9183.8,3
E02002563,9184.5,3
E02002058,9191.666666666666,3
E02002492,9198,3
E02005566,9200.833333333334,3
E02004490,9204,3
E02000841,9205.4,3
E02002799,9208.25,3
E02003553,9213.25,3
E02003742,9218.25,3
E02003629,9221.666666666666,3
E02003192,9235.4,3
E02003406,9235.4,3
E02000812,9236.333333333334,3
E02001425,9236.57142857143,3
E02002312,9237.5,3
E02002849,9239.142857142857,3
E02003596,9239.166666666666,3
E02003587,9239.6,3
E02001666,9246.5,3
E02000737,9247.2,3
E02002938,9248.5,3
E02000741,9254.25,3
E02002765,9255,3
E02005326,9258.166666666666,3
E02001359,9266,3
E02002758,9267.5,3
E02000066,9269.833333333334,3
E02001435,9270.4,3
E02002789,9274.833333333334,3
E02005806,9279,3
E02002516,9280.25,3
E02004402,9291.4,3
E02002644,9294.6,3
E02005819,9295.25,3
E02005944,9297.5,3
E02003314,9301.25,3
E02001078,9311.5,3
E02004419,9312.25,3
E02002755,9313.5,3
E02001850,9314.8,3
E02000377,9327.6,3
E02003598,9329.6,3
E02001312,9331.2,3
E02000364,9333.2,3
E02006258,9335.166666666666,3
E02001818,9336.4,3
E02000706,9341,3
E02006117,9344.333333333334,3
E02000815,9351.75,3
E02001409,9358.714285714286,3
E02000619,9361.2,3
E02002971,9371,3
E02000172,9373.666666666666,3
E02005675,9390.5,3
E02004321,9406,3
E02000548,9407.6,3
E02004064,9417.5,3
E02002146,9425.5,3
E02001706,9428.5,3
E02000331,9434.25,3
E02000719,9434.75,3
E02005955,9437,3
E02003058,9441.333333333334,3
E02003024,9451.4,3
E02000945,9453.5,3
E02000518,9455.4,3
E02006761,9462.666666666666,3
E02002667,9470.6,3
E02005654,9476.8,3
E02000425,9485.25,3
E02000820,9487.5,3
E02000727,9489,3
E02002578,9489.8,3
E02001944,9502,3
E02001086,9510,3
E02006481,9510.4,3
E02003123,9511.6,3
E02004344,9516.4,3
E02001154,9523.857142857143,3
E02000722,9524,3
E02003326,9526,3
E02005146,9530.2,3
E02006260,9531.166666666666,3
E02001014,9541.6,3
E02000920,9543,3
E02000726,9560.4,3
E02006912,9574,3
E02003172,9574.5,3
E02004986,9594,3
E02002882,9599.6,3
E02002886,9602.8,3
E02002981,9602.8,3
E02001729,9603,3
E02006251,9608.714285714286,3
E02000730,9609.5,3
E02001839,9614,3
E02000351,9624.166666666666,3
E02001650,9626.4,3
E02004435,9632.2,3
E02000017,9633.2,3
E02003517,9636.666666666666,3
E02002214,9637,3
E02002509,9640.5,3
E02002481,9640.75,3
E02002478,9642,3
E02000813,9644,3
E02001063,9647.25,3
E02004574,9649.75,3
E02006494,9649.75,3
E02000873,9651.4,3
E02004453,9658.25,3
E02002733,9660.75,3
E02002823,9661.2,3
E02001344,9663.5,3
E02005071,9665.666666666666,3
E02000469,9678.25,3
E02003410,9687.666666666666,3
E02000189,9693.75,3
E02004317,9700,3
E02000374,9700.25,3
E02003958,9703.4,3
E02005802,9717.8,3
E02004377,9722.333333333334,3
E02000247,9723.5,3
E02006168,9724.2,3
E02002907,9734.5,3
E02000517,9735.8,3
E02000912,9736.4,3
E02005031,9737.25,3
E02002973,9738.6,3
E02000916,9739.8,3
E02001235,9742.25,3
E02003886,9749.25,3
E02000221,9750,3
E02001198,9752,3
E02001562,9762.75,3
E02006788,9769,3
E02006667,9769.25,3
E02001205,9776,3
E02000685,9777,3
E02004332,9793.75,3
E02006089,9797.25,3
E02002891,9798.4,3
E02001302,9799.4,3
E02002032,9810.166666666666,3
E02003262,9813.666666666666,3
E02003915,9817.8,3
E02005244,9825,3
E02004029,9828.75,3
E02005065,9831.8,3
E02002006,9832.25,3
E02001237,9835.75,3
E02002571,9840.666666666666,3
E02002700,9845.75,3
E02003947,9852.75,3
E02000810,9860.8,3
E02000653,9864.8,3
E02000635,9865,3
E02004553,9873.6,3
E02005869,9875.5,3
E02005832,9880.2,3
E02001715,9883.57142857143,3
E02001902,9884,3
E02003535,9889.333333333334,3
E02003502,9890.4,3
E02001328,9891.666666666666,3
E02000783,9892,3
E02005813,9894.166666666666,3
E02001926,9904,3
E02000567,9919,3
E02000275,9920.5,3
E02002304,9923.25,3
E02001091,9923.6,3
E02004001,9924.5,3
E02006555,9927,3
E02006557,9930.6,3
E02005208,9933.714285714286,3
E02003625,9935.833333333334,3
E02006723,9945,3
E02006200,9950.8,3
E02003996,9950.833333333334,3
E02004060,9953.8,3
E02003186,9954.6,3
E02002949,9957.75,3
E02003030,9961.75,3
E02002123,9964,3
E02001039,9967,3
E02004440,9970.8,3
E02001038,9977,3
E02001254,9977,3
E02002277,9977.25,3
E02003019,9983.166666666666,3
E02006587,10010.2,3
E02005664,10013,3
E02001675,10019.5,3
E02000729,10029.5,3
E02001538,10031,3
E02000576,10031.2,3
E02003843,10042.25,3
E02001728,10049.57142857143,3
E02002836,10054,3
E02003986,10055.8,3
E02003158,10069,3
E02005003,10072.2,3
E02001291,10072.8,3
E02005637,10081,3
E02006480,10082,3
E02006631,10083,3
E02000277,10084.25,3
E02002964,10093,3
E02004437,10097,3
E02002651,10102,3
E02003724,10105,3
E02000564,10112.857142857143,3
E02003179,10114,3
E02001722,10115.57142857143,3
E02001186,10116,3
E02000047,10122.5,3
E02004227,10122.6,3
E02003278,10124,3
E02000415,10137.75,3
E02003307,10139.166666666666,3
E02000550,10142.666666666666,3
E02006065,10145.6,3
E02006097,10148.5,3
E02000520,10148.666666666666,3
E02000748,10161,3
E02003532,10166.6,3
E02005923,10167.75,3
E02004228,10168.25,3
E02001090,10172.25,3
E02006904,10180.166666666666,3
E02006844,10180.2,3
E02006259,10197.6,3
E02005712,10199,3
E02004156,10202.2,3
E02003567,10203,3
E02000220,10203.6,3
E02000318,10204.6,3
E02005166,10209.75,3
E02005699,10219.6,3
E02002637,10222.25,3
E02002276,10224.4,3
E02006842,10229.666666666666,3
E02000657,10231.8,3
E02001582,10238,3
E02003464,10238.25,3
E02001557,10249.666666666666,3
E02001240,10253.25,3
E02006914,10255,3
E02002936,10256.6,3
E02002553,10260,3
E02002976,10266.5,3
E02000900,10274,3
E02002202,10279.8,3
E02004304,10280.6,3
E02002397,10286.4,3
E02006403,10287,3
E02000918,10292.2,3
E02001165,10293.5,3
E02000560,10295.75,3
E02006851,10303,3
E02004523,10303.166666666666,3
E02005046,10312.5,3
E02001914,10318,3
E02004901,10331.4,3
E02000311,10333,3
E02003987,10334,3
E02006306,10336.8,3
E02001266,10340.25,3
E02001245,10352.6,3
E02000728,10353.4,3
E02000955,10356,3
E02005214,10359,3
E02004546,10360.2,3
E02005183,10369.25,3
E02002945,10369.333333333334,3
E02004316,10371,3
E02004003,10374.666666666666,3
E02000512,10376.8,3
E02004214,10384.5,3
E02004177,10386.25,3
E02001166,10386.75,3
E02006404,10391.5,3
E02004057,10397,3
E02000178,10401.6,3
E02000680,10411.25,3
E02003472,10416.6,3
E02001731,10417.625,3
E02004798,10441.25,3
E02003155,10442.25,3
E02003016,10446,3
E02000491,10450.2,3
E02004688,10450.6,3
E02005889,10455,3
E02000924,10459,3
E02002650,10469.2,3
E02001707,10474.4,3
E02004281,10486.75,3
E02002564,10486.833333333334,3
E02006247,10488,3
E02006057,10488.75,3
E02000621,10493.166666666666,3
E02006268,10498.25,3
E02000574,10506.4,3
E02000620,10512.2,3
E02001662,10518.8,3
E02000352,10524.25,3
E02005584,10524.833333333334,3
E02000569,10526,3
E02006204,10527.4,3
E02001988,10528.25,3
E02001002,10534.833333333334,3
E02005130,10539,3
E02000101,10542,3
E02004324,10548,3
E02005613,10552.666666666666,3
E02002831,10555.75,3
E02005559,10560,3
E02005899,10561.714285714286,3
E02000200,10563.4,3
E02006029,10563.6,3
E02000897,10565.6,3
E02002833,10571,3
E02002919,10572,3
E02004551,10578.8,3
E02002225,10581.2,3
E02001080,10582.4,3
E02003032,10588.5,3
E02006119,10593.2,3
E02005835,10596.5,3
E02003951,10597.5,3
E02005706,10600.166666666666,3
E02002064,10602.857142857143,3
E02001906,10607,3
E02003932,10609.666666666666,3
E02003248,10610.8,3
E02001551,10613.5,3
E02005125,10614,3
E02005422,10615.333333333334,3
E02003331,10630.166666666666,3
E02002459,10631,3
E02002607,10632.333333333334,3
E02004299,10635.6,3
E02004602,10636.5,3
E02000209,10641.4,3
E02004285,10652.5,3
E02003038,10655.25,3
E02002552,10656.25,3
E02006257,10657.2,3
E02001652,10663.833333333334,3
E02001184,10665.714285714286,3
E02000397,10666,3
E02000687,10670.8,3
E02006929,10680.2,3
E02003563,10694,3
E02005436,10697.333333333334,3
E02000555,10703.166666666666,3
E02003146,10706.6,3
E02000925,10711,3
E02002762,10717.75,3
E02000011,10725.75,3
E02000886,10729.5,3
E02006584,10733,3
E02003411,10735.333333333334,3
E02002374,10735.5,3
E02000260,10740.2,3
E02004358,10746,3
E02002380,10750,3
E02003145,10751.75,3
E02005902,10754.8,3
E02006537,10756.142857142857,3
E02000334,10762.75,3
E02003832,10764.5,3
E02000867,10765.333333333334,3
E02001106,10766.25,3
E02002538,10778.25,3
E02001144,10780,3
E02002941,10780.333333333334,3
E02002024,10784.8,3
E02006898,10786.4,3
E02000779,10787.25,3
E02004578,10792,3
E02005314,10800,3
E02005405,10802.4,3
E02001907,10803.666666666666,3
E02002634,10805.2,3
E02006910,10813.42857142857,3
E02003413,10827.333333333334,3
E02002436,10833.25,3
E02001114,10837.4,3
E02000679,10838.2,3
E02004007,10849.57142857143,3
E02005551,10852.25,3
E02004354,10857.2,3
E02000723,10857.2,3
E02001262,10861.4,3
E02005251,10867,3
E02005138,10871.4,3
E02000307,10873.5,3
E02001162,10876.25,3
E02003985,10881.5,3
E02000944,10882,3
E02001985,10890.25,3
E02003834,10893.25,3
E02004000,10894,3
E02000866,10894,3
E02005234,10900.8,3
E02005552,10906.75,3
E02005572,10906.833333333334,3
E02006626,10910.4,3
E02006830,10912.75,3
E02005414,10915,3
E02004766,10916,3
E02003954,10918,3
E02002310,10928.25,3
E02005578,10936.333333333334,3
E02002242,10938.4,3
E02006159,10939.75,3
E02002474,10941.75,3
E02004374,10943,3
E02001261,10946,3
E02003561,10946.4,3
E02002584,10957.4,3
E02006586,10961.2,3
E02002268,10962,3
E02005432,10974,3
E02002206,10978.6,3
E02004222,10978.666666666666,3
E02001461,10981.75,3
E02000067,10981.8,3
E02003492,10982.75,3
E02004323,10984.8,3
E02004535,10985.333333333334,3
E02000403,10986.75,3
E02004061,10987,3
E02004296,10992,3
E02001544,11013.666666666666,3
E02005000,11017.6,3
E02003200,11021,3
E02003564,11021.8,3
E02003479,11023.5,3
E02003310,11025.5,3
E02001578,11030.8,3
E02000720,11037.5,3
E02004550,11052.2,3
E02002113,11059,3
E02001552,11068.8,3
E02004053,11070.6,3
E02006125,11075,3
E02002440,11083.2,3
E02003131,11093,3
E02000177,11096,3
E02000982,11102.833333333334,3
E02000003,11123.166666666666,3
E02002576,11127.8,3
E02002229,11138.4,3
E02003748,11138.75,3
E02005695,11141.25,3
E02000638,11145,3
E02003267,11152.666666666666,3
E02000281,11158.8,3
E02003957,11159.333333333334,3
E02003082,11160.333333333334,3
E02002381,11166.25,3
E02006160,11175.666666666666,3
E02002410,11177.5,3
E02004545,11178,3
E02000114,11183,3
E02000186,11185.75,3
E02000350,11189.6,3
E02003420,11194,3
E02000427,11203.25,3
E02003669,11210.25,3
E02005213,11219.142857142857,3
E02002194,11221.6,4
E02003273,11223.57142857143,4
E02002819,11231,4
E02001627,11236.75,4
E02003344,11238.6,4
E02003268,11241.666666666666,4
E02002263,11245.75,4
E02002514,11249.5,4
E02002030,11250.75,4
E02001076,11252,4
E02000707,11253.2,4
E02001324,11255.4,4
E02002635,11256.6,4
E02000120,11263.2,4
E02003163,11269.4,4
E02005870,11273.25,4
E02000669,11281.4,4
E02002339,11287,4
E02004395,11294.8,4
E02006116,11294.8,4
E02006850,11307.75,4
E02003815,11308.5,4
E02000262,11309.2,4
E02002392,11312.333333333334,4
E02003399,11313.75,4
E02001537,11316.6,4
E02001647,11320,4
E02004305,11322.4,4
E02005077,11334.4,4
E02004337,11336.2,4
E02000910,11338.166666666666,4
E02006743,11352.5,4
E02000660,11360,4
E02003324,11363.8,4
E02003467,11366,4
E02003226,11375.5,4
E02001942,11378,4
E02002001,11378.25,4
E02003708,11381.2,4
E02006786,11383.5,4
E02002633,11384.2,4
E02002067,11386.75,4
E02001187,11393.6,4
E02005279,11398.142857142857,4
E02003879,11403.333333333334,4
E02000524,11411,4
E02000107,11414.833333333334,4
E02003950,11416.666666666666,4
E02003521,11420,4
E02003586,11428,4
E02001481,11434,4
E02004484,11446.4,4
E02005586,11446.666666666666,4
E02005430,11447.666666666666,4
E02000831,11452,4
E02004742,11453.6,4
E02001831,11454.833333333334,4
E02006744,11461.4,4
E02000515,11463.666666666666,4
E02003962,11464,4
E02001843,11474.25,4
E02003527,11479.25,4
E02005472,11480.666666666666,4
E02002307,11490.25,4
E02005212,11491.142857142857,4
E02006577,11496.8,4
E02000649,11510.833333333334,4
E02003303,11529.6,4
E02001931,11537,4
E02001721,11537.714285714286,4
E02004223,11545.833333333334,4
E02004167,11546.75,4
E02005033,11562.25,4
E02005825,11568,4
E02004161,11572.4,4
E02000658,11572.8,4
E02002879,11574.2,4
E02006275,11578,4
E02002743,11578.75,4
E02002128,11584.75,4
E02001041,11586.2,4
E02003522,11589.5,4
E02006163,11608.6,4
E02003173,11608.75,4
E02000922,11610.333333333334,4
E02003397,11613,4
E02006740,11613.6,4
E02005441,11633,4
E02003188,11641.833333333334,4
E02002860,11645,4
E02000356,11645.5,4
E02004967,11647.5,4
E02001580,11649.333333333334,4
E02001807,11651.4,4
E02003116,11668,4
E02005426,11668.714285714286,4
E02006222,11675.8,4
E02002827,11676.25,4
E02002049,11687,4
E02001511,11687.25,4
E02001950,11689.4,4
E02005281,11689.8,4
E02006932,11699.2,4
E02005200,11701.5,4
E02004853,11701.75,4
E02006531,11708.5,4
E02001132,11709.75,4
E02002847,11709.833333333334,4
E02005419,11726.75,4
E02001948,11726.8,4
E02003929,11728.8,4
E02003946,11729,4
E02005143,11738.2,4
E02002839,11738.4,4
E02001413,11741.142857142857,4
E02001938,11766.8,4
E02003893,11767,4
E02000249,11768.5,4
E02001787,11769.25,4
E02001439,11773.25,4
E02002272,11792.333333333334,4
E02005417,11794.8,4
E02004188,11797.666666666666,4
E02000115,11798.2,4
E02004976,11800.75,4
E02000902,11801.8,4
E02005647,11805,4
E02004687,11805.2,4
E02000642,11807.8,4
E02004388,11813.25,4
E02000913,11818.6,4
E02003018,11818.75,4
E02002129,11820.5,4
E02000522,11825,4
E02002261,11834,4
E02003719,11835.333333333334,4
E02003187,11836.4,4
E02003746,11840,4
E02003327,11840.75,4
E02005582,11842.25,4
E02005803,11849.833333333334,4
E02000419,11850,4
E02003015,11853,4
E02001176,11854.42857142857,4
E02004813,11854.5,4
E02001845,11857.25,4
E02000702,11857.4,4
E02004373,11860,4
E02004644,11861.833333333334,4
E02001238,11871.6,4
E02004350,11874.833333333334,4
E02002260,11878.833333333334,4
E02001394,11880,4
E02000632,11888.8,4
E02005626,11891.5,4
E02002298,11895.2,4
E02005466,11899,4
E02003301,11899.666666666666,4
E02001320,11904.4,4
E02006459,11908.5,4
E02000542,11912,4
E02004549,11912.6,4
E02006780,11915,4
E02003545,11915.75,4
E02001099,11922.25,4
E02000662,11928,4
E02002383,11931.8,4
E02006810,11932.666666666666,4
E02000622,11942.8,4
E02005565,11945.5,4
E02000980,11948.4,4
E02006907,11948.5,4
E02001125,11950.4,4
E02000265,11951.5,4
E02002726,11954.57142857143,4
E02003207,11968,4
E02001397,11971,4
E02005795,11971.4,4
E02003285,11972.142857142857,4
E02006489,11975.8,4
E02004329,11983,4
E02006630,11984.4,4
E02005058,11986.4,4
E02006629,11991,4
E02003284,11998,4
E02006050,11998,4
E02001253,12009.25,4
E02003933,12016.25,4
E02003233,12016.5,4
E02000194,12017.6,4
E02000545,12026.8,4
E02001771,12033.75,4
E02005292,12034,4
E02005838,12034.5,4
E02001824,12036.5,4
E02005615,12043.833333333334,4
E02003882,12049.166666666666,4
E02003488,12058,4
E02002807,12061.333333333334,4
E02002025,12067.4,4
E02003935,12082.4,4
E02000243,12091.6,4
E02000898,12110.4,4
E02002809,12111.5,4
E02002526,12122.5,4
E02000353,12133.8,4
E02003579,12140.6,4
E02001822,12144,4
E02001946,12144.2,4
E02004094,12145.4,4
E02000906,12147.2,4
E02000562,12151,4
E02005547,12160.6,4
E02005509,12161.6,4
E02003403,12164.166666666666,4
E02000525,12167.2,4
E02004461,12168.5,4
E02006206,12173.2,4
E02001084,12181.2,4
E02001031,12191.25,4
E02003974,12191.6,4
E02005576,12191.75,4
E02001611,12192.4,4
E02005320,12198.25,4
E02001209,12200.4,4
E02000753,12200.5,4
E02006725,12200.75,4
E02004953,12201.25,4
E02001269,12201.4,4
E02003959,12203.25,4
E02003808,12205.75,4
E02000541,12207,4
E02004745,12207.6,4
E02005808,12208,4
E02003895,12213,4
E02005720,12213.57142857143,4
E02006043,12219,4
E02000884,12222,4
E02005797,12223.5,4
E02000118,12225.8,4
E02000004,12229,4
E02000319,12231.666666666666,4
E02002615,12234.833333333334,4
E02005558,12237,4
E02000780,12242.375,4
E02000314,12243.142857142857,4
E02004862,12245.8,4
E02006245,12256.8,4
E02004537,12258.5,4
E02000215,12277.833333333334,4
E02003890,12288.5,4
E02001458,12290.2,4
E02002031,12292.5,4
E02000204,12297.333333333334,4
E02001486,12297.8,4
E02003330,12300,4
E02000261,12305,4
E02000112,12305.2,4
E02003583,12305.25,4
E02005423,12305.8,4
E02005117,12308.25,4
E02002149,12308.42857142857,4
E02006410,12324.6,4
E02002737,12333.8,4
E02004521,12334.333333333334,4
E02001534,12336.333333333334,4
E02002674,12337.4,4
E02004366,12348.75,4
E02005443,12354.5,4
E02000423,12356.5,4
E02001161,12357.5,4
E02003144,12357.6,4
E02005673,12361,4
E02000711,12361,4
E02004226,12362,4
E02001136,12379.666666666666,4
E02001043,12385,4
E02000432,12385.75,4
E02005898,12389,4
E02000738,12402.75,4
E02002855,12409.5,4
E02003312,12411.5,4
E02003408,12412,4
E02005057,12422.2,4
