LSOACode,MY2018AllPopulation
E01023550,1743
E01023551,1474
E01023556,1595
E01023557,1492
E07000099,133214
E01023660,2462
E01023661,1344
E01023662,2000
E01023654,1555
E01023655,1949
E01023656,2228
E01023657,2439
E01023658,1628
E01023659,1344
E01023635,1417
E01023636,1836
E01023637,1699
E01023638,1699
E01023587,1109
E01023588,1348
E01023589,1719
E01023590,1813
E01023591,1473
E01023592,1626
E01023593,1488
E01023585,1172
E01023586,1541
E01023597,1228
E01023598,1440
E01023600,1396
E01023663,2136
E01033024,1569
E01033025,1427
E01033026,1612
E01033027,1848
E01023630,2163
E01023631,1676
E01023632,1752
E01023633,1431
E01023634,1211
E01023649,1368
E01023650,1569
E01023651,1282
E01023652,1441
E01023644,1661
E01023645,1614
E01023646,1539
E01023647,1411
E01023648,1268
E01023639,1278
E01023640,1237
E01023641,1381
E01023642,1279
E01023643,1261
E01023601,2349
E01023602,1647
E01023603,1612
E01023604,1337
E01023605,1534
E01023617,1559
E01023618,1739
E01023619,1756
E01023620,1387
E01023621,1370
E01023611,1688
E01023612,1850
E01023613,1661
E01023614,2018
E01023615,1867
E01023616,2493
E01023606,1734
E01023607,1503
E01023608,1575
E01023609,1683
E01023610,1383
E01023594,2262
E01023622,1163
E01023623,1532
E01023624,1485
E01023625,1100
E01023653,2362
E01023595,1605
E01023596,1074
E01023626,2152
E01023627,1780
E01023628,1777
E01023629,1810
E07000240,147373
E01023690,1715
E01023691,1542
E01023692,1413
E01023693,1523
E01023694,1669
E01023685,1704
E01023686,1633
E01023687,1559
E01023688,1524
E01023689,1545
E01023699,1517
E01023700,1427
E01023701,1814
E01023702,1756
E01023703,1562
E01023746,1550
E01023747,1783
E01023748,1400
E01023749,1835
E01023695,1570
E01023696,1736
E01023697,1824
E01023698,1522
E01023722,1475
E01023723,1735
E01023724,1650
E01023725,1525
E01023713,1948
E01023734,1593
E01023735,1713
E01023736,1558
E01023709,1753
E01023710,1605
E01023711,1580
E01023712,1819
E01023669,1747
E01023670,2080
E01023671,1968
E01023672,1967
E01023673,1456
E01023714,1781
E01023715,1642
E01023716,2148
E01023666,1911
E01023674,1908
E01023675,1348
E01023676,2886
E01023726,1837
E01023727,2242
E01023728,2232
E01023729,2535
E01023664,1802
E01023665,1676
E01023667,1500
E01023668,1471
E01023742,1886
E01023743,1946
E01023744,1574
E01023745,1885
E01023677,1436
E01023678,1881
E01023679,1559
E01023680,1456
E01023681,1751
E01023682,1750
E01023683,1746
E01023684,1642
E01023737,1368
E01023738,1579
E01023739,1600
E01023740,1389
E01023741,1668
E01023704,1583
E01023705,1715
E01023706,1701
E01023708,1516
E01033028,1533
E01033029,1786
E01023718,1760
E01023719,1256
E01023720,1962
E01023721,1435
E01023717,1263
E01023730,1704
E01023731,1474
E01023732,1739
E01023733,1616
E07000243,87754
E01023787,1500
E01023788,1603
E01023789,2723
E01023790,1768
E01023776,2862
E01023777,1858
E01023778,1675
E01023799,1340
E01023800,2142
E01023801,2410
E01023771,1572
E01023772,1699
E01023773,1382
E01023774,1638
E01023767,1409
E01023768,1597
E01023769,1664
E01023770,1504
E01023795,1620
E01023796,1523
E01023797,1349
E01023798,1513
E01023775,2219
E01023779,1857
E01023780,1420
E01023781,1949
E01023782,1357
E01023759,1493
E01023760,1581
E01023761,2292
E01023762,1564
E01023755,1608
E01023756,1705
E01023757,1953
E01023758,2413
E01023750,1204
E01023751,1141
E01023752,1363
E01023753,1667
E01023754,1332
E01023791,1643
E01023792,1681
E01023793,1518
E01023794,1579
E01023783,1647
E01023784,1600
E01023785,1878
E01023786,1757
E01023763,1517
E01023764,1377
E01023765,1474
E01023766,1614
E07000102,93045
E01023802,1712
E01023803,1540
E01023804,1482
E01023807,1554
E01023808,2626
E01023829,1780
E01023830,1461
E01023832,1820
E01023833,3688
E01023834,1614
E01023823,1670
E01023824,2198
E01023831,2172
E01023854,1872
E01023812,1492
E01023813,1564
E01023814,1198
E01023851,1901
E01023815,1591
E01023816,1295
E01023817,1486
E01023818,1460
E01023819,1706
E01023820,1390
E01023821,1307
E01023822,1384
E01023825,2354
E01023826,1624
E01023847,1882
E01023848,1817
E01023850,1588
E01023852,1562
E01023853,2101
E01023827,2428
E01023828,1611
E01023845,1815
E01023846,1559
E01023835,1389
E01023836,1353
E01023837,1589
E01023838,1270
E01023805,1742
E01023809,1835
E01023810,1778
E01023811,1538
E01023839,2229
E01023840,2167
E01023841,1682
E01023849,1393
E01023806,2321
E01023842,1744
E01023843,2070
E01023844,1641
E07000103,96767
E01023904,2021
E01023905,2089
E01023906,1510
E01023907,1759
E01023890,1257
E01023891,1442
E01023892,1304
E01023893,1716
E01023894,1372
E01023873,1303
E01023874,1277
E01023875,2105
E01023876,1947
E01023877,1652
E01023868,1810
E01023869,1325
E01023870,1543
E01023871,1693
E01023872,1618
E01023895,1717
E01023896,1232
E01023897,1459
E01023898,1508
E01023855,2024
E01023856,2405
E01023857,1677
E01023858,1822
E01023878,2055
E01023879,3079
E01023880,2070
E01023881,1611
E01023886,2924
E01023887,1682
E01023888,1723
E01023889,1748
E01023859,2592
E01023860,1985
E01023861,3203
E01023862,2576
E01023899,1863
E01023900,1482
E01023901,2106
E01023902,1738
E01023903,1665
E01023863,1722
E01023864,1632
E01023865,1751
E01023866,1502
E01023867,2624
E01023882,1514
E01023883,1681
E01023884,1858
E01023885,1794
E07000241,122746
E01023965,1418
E01023966,1658
E01023967,1539
E01023971,1640
E01023968,1337
E01023969,1389
E01023970,1805
E01033310,1829
E01033313,1555
E01023959,1444
E01023960,1635
E01023961,1553
E01023962,1480
E01023912,1499
E01023913,1340
E01023914,1687
E01023915,1613
E01023950,1618
E01023951,1683
E01023952,1674
E01023953,1496
E01023916,1773
E01023917,1769
E01023918,1904
E01023919,1660
E01023954,2248
E01023955,1399
E01023956,1411
E01023957,1567
E01023958,1561
E01023943,1594
E01023944,2200
E01023945,1602
E01023946,1830
E01023939,1293
E01023940,1908
E01023941,2996
E01023942,1876
E01023929,1749
E01023930,1743
E01023938,2898
E01033308,3766
E01033311,1645
E01033314,2653
E01023924,1904
E01023925,1482
E01023926,1842
E01023927,2020
E01023920,1910
E01023921,2560
E01023922,2127
E01023923,2387
E01023932,2168
E01023934,1964
E01023935,2876
E01023936,2601
E01023937,1857
E01023933,1650
E01023963,2473
E01023964,1655
E01023908,1587
E01023909,1349
E01023910,1380
E01023911,1651
E01023947,1647
E01023948,1660
E01023949,2059
E07000143,139329
E01026436,2379
E01026461,1567
E01026483,1200
E01033042,2297
E01026442,2214
E01026443,2107
E01026445,2357
E01026462,2379
E01026428,2649
E01026429,1467
E01026430,2331
E01026431,1203
E01026446,2075
E01026452,1679
E01026453,1593
E01026454,1614
E01026425,1964
E01026426,2511
E01026427,2558
E01026432,1378
E01026433,1507
E01026434,1938
E01026479,1538
E01026480,1504
E01026481,1212
E01026484,1548
E01026485,1175
E01026455,2610
E01026456,1169
E01026457,1338
E01026458,1549
E01026459,1543
E01026437,1207
E01026438,1041
E01026451,2247
E01026495,1380
E01026496,1078
E01026486,1587
E01026487,1885
E01026488,1425
E01026489,1406
E01026490,1745
E01026419,1288
E01026420,1119
E01026464,1275
E01026491,2157
E01033040,2323
E01033041,1172
E01026422,2503
E01026423,1883
E01026447,1771
E01026449,1961
E01026450,1830
E01026424,2190
E01026444,2060
E01026492,1303
E01026493,1274
E01026421,1688
E01026435,2260
E01026448,2494
E01026439,1652
E01026440,1243
E01026441,1562
E01026494,2339
E01026465,2013
E01026466,2057
E01026467,2479
E01026468,2561
E01026469,1738
E01026470,3185
E01026471,1294
E01026472,1219
E01026473,1446
E01026474,2091
E01026475,1479
E01026476,1666
E01026477,1697
E01026478,1903
E07000144,129464
E01026499,1565
E01026500,1553
E01026501,1570
E01026502,1985
E01026503,1756
E01026522,1400
E01026523,1885
E01026524,1516
E01026525,1256
E01026547,1413
E01026548,1327
E01026514,1623
E01026515,1154
E01026516,1200
E01026517,1574
E01026533,1254
E01026534,1749
E01026535,2124
E01026536,1701
E01026537,1584
E01026549,1813
E01026550,1095
E01026551,1173
E01026552,1407
E01026562,1249
E01026563,1599
E01026564,1713
E01026565,1100
E01026566,1490
E01026567,1570
E01026568,1511
E01026518,1202
E01026519,1657
E01026520,1084
E01026521,1407
E01026545,1956
E01026546,1445
E01026578,2009
E01026579,1548
E01026580,1845
E01026540,1405
E01026541,2566
E01026542,1445
E01026543,1452
E01026544,1628
E01026526,1366
E01026527,1476
E01026528,1409
E01026529,1562
E01026530,1811
E01026531,1751
E01026532,1838
E01026553,1377
E01026554,1135
E01026555,1477
E01026556,1440
E01026557,1316
E01026558,1316
E01026559,1585
E01026560,1325
E01026561,2268
E01026504,1543
E01026505,1573
E01026506,1454
E01026507,1358
E01026512,1311
E01026513,1435
E01026569,1442
E01026570,1589
E01026571,1447
E01026572,1453
E01026573,1337
E01026574,1732
E01026575,1811
E01026576,2122
E01026577,1628
E01026508,1408
E01026509,1839
E01026510,1732
E01026511,1174
E01026497,1448
E01026498,1392
E01026538,1562
E01026539,1664
E07000145,99370
E01026605,1701
E01026606,1497
E01026607,1613
E01026627,1350
E01026628,1404
E01026629,1473
E01026608,1376
E01026609,1157
E01026636,1564
E01026637,1974
E01026638,1514
E01026589,1373
E01026590,1422
E01026591,1654
E01026592,1403
E01026593,1333
E01026594,1913
E01026599,1351
E01026639,1633
E01026640,1522
E01026641,1474
E01026595,1833
E01026596,1688
E01026597,2129
E01026598,1997
E01026622,1679
E01026623,1847
E01026624,2056
E01026625,1875
E01026626,2112
E01026600,1514
E01026633,1945
E01026634,1654
E01026635,2396
E01026581,1600
E01026582,2070
E01026583,1343
E01026584,1392
E01026601,1441
E01026602,1489
E01026603,1606
E01026604,1628
E01026632,1785
E01026610,1402
E01026611,1529
E01026612,2425
E01026630,1680
E01026631,1762
E01026617,1162
E01026618,1613
E01026619,1521
E01026620,1468
E01026621,1560
E01026613,1253
E01026614,1569
E01026615,1278
E01026616,1232
E01026585,1203
E01026586,1031
E01026587,2374
E01026588,2528
E07000146,151811
E01026680,1502
E01026681,1282
E01026682,1184
E01026683,1287
E01026645,1277
E01026646,1584
E01026656,1826
E01026695,2165
E01026676,1589
E01026677,1483
E01026678,1569
E01026701,1663
E01026702,1237
E01026703,1137
E01026653,1730
E01026654,1561
E01026655,1353
E01026718,2251
E01026691,1206
E01026692,1196
E01026708,1327
E01026709,2003
E01026710,1201
E01026669,1519
E01026670,1648
E01026671,1372
E01026672,1379
E01026673,1434
E01026687,1795
E01026688,1670
E01026689,1657
E01026690,1575
E01026647,2151
E01026711,1540
E01026712,1655
E01026713,1731
E01026666,2021
E01026667,1427
E01026668,1662
E01026693,2219
E01026662,2945
E01026663,1837
E01026664,2274
E01026714,2287
E01026698,2287
E01026699,1538
E01026700,1626
E01026704,1920
E01026705,1797
E01026706,1913
E01026665,2315
E01026674,1056
E01026675,1252
E01026694,2523
E01026684,1233
E01026685,1332
E01026719,2357
E01026720,1319
E01026721,1328
E01026642,1379
E01026643,1401
E01026644,2576
E01026723,1662
E01026724,1798
E01026725,1430
E01026696,1186
E01026697,1204
E01026722,2553
E01026726,2133
E01026659,1666
E01026660,1632
E01026661,1512
E01026715,1524
E01026716,1884
E01026717,1535
E01026686,2383
E01026707,2162
E01033036,1392
E01033037,1773
E01033038,2138
E01033039,1080
E01026679,2395
E01026727,2614
E01026728,2400
E01026648,1554
E01026649,1658
E01026650,1305
E01026651,2312
E01026652,1363
E07000147,104552
E01026770,1994
E01026771,1576
E01026772,1745
E01026773,2106
E01026739,1982
E01026763,1402
E01026764,1279
E01026765,1335
E01026734,1149
E01026735,1164
E01026736,1269
E01026777,1188
E01026778,1504
E01026779,1454
E01026741,1706
E01026742,1802
E01026743,2254
E01026762,2558
E01026766,2355
E01026781,2122
E01026731,1075
E01026732,1293
E01026733,2433
E01026737,2327
E01026738,2461
E01026750,1337
E01026751,1404
E01026752,1475
E01026729,2257
E01026730,2622
E01026788,1229
E01026780,2738
E01026782,2111
E01026787,1021
E01026753,1639
E01026754,1428
E01026755,1195
E01026756,1258
E01026757,1436
E01026758,1394
E01026759,1401
E01026760,1526
E01026761,1501
E01026745,1796
E01026746,1717
E01026747,1299
E01026748,1458
E01026749,1589
E01026740,2427
E01026767,1667
E01026768,2101
E01026789,1232
E01026790,1241
E01026774,1622
E01026775,1276
E01026776,1822
E01026786,2135
E01026744,2217
E01026769,2136
E01026783,1832
E01026784,1129
E01026785,1351
E07000148,141137
E01026797,2615
E01026798,1521
E01026799,1474
E01026800,2151
E01026801,1699
E01026802,1601
E01026828,1777
E01026829,2169
E01026830,1352
E01026831,1269
E01026832,1502
E01026833,1546
E01026834,1529
E01026841,1422
E01026842,1683
E01026843,1781
E01026844,1838
E01026845,1508
E01026846,1756
E01026803,1496
E01026804,1494
E01026805,1513
E01026806,1456
E01026807,1211
E01026808,1282
E01026809,1411
E01026791,1470
E01026792,1371
E01026793,1917
E01026794,1968
E01026796,1919
E01033435,1964
E01033436,1511
E01026863,1917
E01026864,1560
E01026865,2106
E01026866,1666
E01026867,1646
E01026868,1775
E01026869,1523
E01026822,2479
E01026823,2209
E01026824,1647
E01026825,1340
E01026826,1542
E01026827,1649
E01026835,1602
E01026836,1547
E01026837,1502
E01026838,1570
E01026839,1676
E01026840,1702
E01026858,1699
E01026859,1638
E01026860,5438
E01026861,2091
E01026862,1601
E01026852,1321
E01026853,1921
E01026855,1728
E01026856,1964
E01026857,1555
E01033434,1337
E01033437,1502
E01026810,1478
E01026811,1474
E01026812,1479
E01026813,1413
E01026814,1550
E01026815,1459
E01026816,1901
E01026817,1420
E01026818,1397
E01026819,1459
E01026820,1702
E01026821,1502
E01033438,1873
E01033439,1729
E01033440,1348
E01033441,1647
E01026848,1843
E01026849,1825
E01026850,2009
E07000149,138017
E01026916,2030
E01026917,1430
E01026918,1674
E01026924,1515
E01026925,2689
E01033538,5203
E01033540,1548
E01026881,1834
E01026882,3253
E01026883,1878
E01026895,1613
E01026896,1178
E01026905,1084
E01026906,1679
E01026907,1918
E01026908,1696
E01026909,1461
E01026910,1641
E01026947,1349
E01026948,2153
E01026870,1618
E01026871,1230
E01026921,1336
E01026922,1475
E01026875,1146
E01026876,1547
E01026926,2385
E01026927,1900
E01026928,1812
E01026936,1562
E01026937,1468
E01026884,1428
E01026885,1466
E01026933,4572
E01026945,2288
E01026946,1071
E01026879,1221
E01026880,1472
E01026911,1181
E01026912,1680
E01026929,1346
E01026930,1546
E01026913,1706
E01026914,1875
E01026915,2051
E01026919,1538
E01026920,1239
E01026941,1242
E01026942,1156
E01026898,1406
E01026899,1598
E01026943,1568
E01026944,1169
E01026877,1580
E01026878,1311
E01026897,2791
E01026938,2049
E01026939,1803
E01026940,1864
E01026892,1303
E01026893,1292
E01026894,2530
E01026903,1250
E01026904,1393
E01026872,2316
E01026900,1441
E01026901,1347
E01026902,2465
E01026873,1310
E01026874,1496
E01026886,1316
E01026887,1510
E01026934,1052
E01026935,1376
E01026888,1713
E01026889,1539
E01026891,1832
E01026931,1197
E01026932,1429
E01033539,1774
E01033541,1614
E07000200,91401
E01029876,2199
E01029898,1855
E01029907,2196
E01029881,2124
E01029884,1643
E01029885,2357
E01029900,1627
E01029901,2173
E01029917,2070
E01029892,1929
E01029893,3212
E01029894,1151
E01029895,1117
E01029896,1433
E01029911,2267
E01029877,1362
E01029878,1244
E01029879,1548
E01029908,1704
E01029909,1588
E01029910,1203
E01029880,1779
E01029921,1256
E01029922,1616
E01029923,1407
E01029912,1931
E01029913,1145
E01029914,1645
E01029915,1268
E01029916,1341
E01029918,1124
E01029919,1505
E01029920,1741
E01029886,1389
E01029887,1915
E01029888,1270
E01029889,1307
E01029890,1281
E01029891,2459
E01029875,2349
E01029899,1767
E01029902,2216
E01029906,1833
E01029870,1168
E01029872,1321
E01029882,1607
E01029883,2092
E01029903,1426
E01029904,1441
E01029905,1138
E01029871,1379
E01029873,2285
E01029874,1707
E01029897,2291
E07000244,248249
E01030201,2135
E01030219,1995
E01030222,2022
E01030154,2152
E01030172,1867
E01030173,1838
E01030174,1408
E01030176,1946
E01030186,1582
E01030208,1282
E01030209,2013
E01030210,2470
E01030212,1982
E01030152,2022
E01030153,1161
E01030187,1520
E01030188,1770
E01030189,1643
E01030193,1695
E01030194,1790
E01030195,1650
E01030220,2319
E01030175,2452
E01030200,2317
E01030221,2104
E01030199,1727
E01033443,1709
E01033445,1934
E01033446,2864
E01033448,1320
E01033449,1815
E01030155,2124
E01030185,2013
E01030203,2033
E01030211,2022
E01030179,2871
E01030180,1428
E01030183,2035
E01030184,1824
E01030207,1560
E01030181,2071
E01030190,2281
E01030191,1576
E01030192,1381
E01030198,1309
E01033442,1710
E01033444,1701
E01033447,1409
E01030196,1597
E01030197,1876
E01030204,1946
E01030205,1317
E01030206,1449
E01030171,1897
E01030214,1279
E01030215,1585
E01030216,1530
E01030217,1402
E01030218,1515
E01030158,1406
E01030159,1528
E01030164,1590
E01030166,1543
E01033450,2358
E01030160,1505
E01030161,1393
E01030168,1492
E01030169,1523
E01030170,1781
E01030162,1588
E01030163,1849
E01030165,1733
E01030167,1404
E01030240,1545
E01030241,1515
E01030242,1381
E01030259,1156
E01030260,1085
E01030261,1573
E01030262,1323
E01030277,1221
E01030279,1402
E01030281,2622
E01030266,1593
E01030267,1694
E01030271,1380
E01030278,1524
E01030280,1470
E01030246,1480
E01030248,1683
E01030249,1746
E01030250,1961
E01030264,1544
E01030265,1590
E01030255,1348
E01030263,1500
E01030270,1605
E01030289,1502
E01030290,1514
E01030233,1469
E01030235,1473
E01030268,1297
E01030269,1617
E01030288,1414
E01030247,1788
E01030254,1492
E01030256,1560
E01030258,1615
E01030276,1217
E01030257,1585
E01030274,1203
E01030275,1174
E01030287,1454
E01030291,1586
E01030234,1624
E01030236,1945
E01030237,3166
E01030238,1844
E01030223,1785
E01030224,1645
E01030225,1667
E01030227,1526
E01030228,1822
E01030226,1912
E01030286,2197
E01030292,1537
E01030293,1658
E01030294,1538
E01030239,2082
E01030251,1589
E01030252,1697
E01030253,1850
E01030272,1419
E01030273,1472
E01030230,1805
E01030231,1607
E01030232,1710
E01030285,2284
E01030282,937
E01030283,1492
E01030284,1280
E01030295,2146
E01030229,2232
E01030243,1488
E01030244,1799
E01030245,1655
E07000202,137532
E01030032,1547
E01030033,1379
E01030034,1281
E01030035,1804
E01030036,1756
E01029973,1430
E01029974,1455
E01029975,1306
E01029976,1441
E01029977,1442
E01030027,2217
E01030028,1611
E01030029,1595
E01030030,2099
E01030031,1503
E01029997,1508
E01029998,1835
E01029999,1611
E01030000,1547
E01030001,1669
E01030007,1970
E01030008,1296
E01030009,1299
E01030010,2105
E01030011,1574
E01030022,2421
E01030023,2043
E01030024,2728
E01030025,1952
E01030026,1814
E01029958,1349
E01029960,2042
E01029961,1553
E01029962,1610
E01033124,1413
E01033125,1454
E01033129,1452
E01030002,1889
E01030003,1697
E01030004,1233
E01030005,2509
E01030006,1750
E01029963,1483
E01029964,1336
E01029965,1423
E01029966,1402
E01029967,1380
E01029984,1569
E01029985,2738
E01029986,1595
E01029987,1571
E01029988,2075
E01029990,1544
E01029991,1512
E01029992,1354
E01033123,1768
E01033126,2052
E01029968,1612
E01029969,1314
E01029970,1662
E01029971,1518
E01033122,2494
E01033130,1122
E01030012,1158
E01030013,1419
E01030014,1348
E01030015,1254
E01030016,1329
E01029994,1563
E01029995,1537
E01029996,1682
E01033127,1814
E01033128,1062
E01033131,1618
E01030017,1393
E01030018,1467
E01030019,1497
E01030020,1415
E01030021,1412
E01029978,1285
E01029979,1716
E01029980,1614
E01029981,1192
E01029982,1441
E01029983,1603
E07000203,102493
E01030052,2347
E01030058,2091
E01030064,2408
E01030088,1177
E01030039,1498
E01030054,1470
E01030055,1424
E01030066,1469
E01030067,1407
E01030068,1813
E01030053,2375
E01030082,2759
E01030090,2505
E01030040,1259
E01030049,1829
E01030050,2132
E01030084,1662
E01030085,1707
E01030037,1218
E01030038,1270
E01030059,2386
E01030081,2295
E01030051,1746
E01030056,2257
E01030065,2229
E01030086,1250
E01030089,2126
E01030048,2425
E01030057,2370
E01030083,2429
E01030087,1372
E01030073,1605
E01030077,1482
E01030079,1681
E01030080,1608
E01030063,2353
E01030069,1417
E01030072,1789
E01030075,1715
E01030060,1572
E01030071,1479
E01030076,1609
E01030078,1730
E01033316,2036
E01033317,1671
E01033319,3165
E01030041,2211
E01030043,1922
E01030061,1756
E01030062,1377
E01030070,2070
E01030042,1542
E01030044,1234
E01030045,1733
E01030046,1761
E01030047,1270
E07000245,178881
E01029926,1636
E01029927,2576
E01029928,1830
E01029929,2193
E01029930,1700
E01029942,1459
E01029944,1566
E01033453,4656
E01029945,1974
E01032523,2014
E01032524,1042
E01032525,3199
E01032526,1688
E01029938,1599
E01029939,1469
E01029940,1456
E01029946,2251
E01029947,2358
E01029941,1709
E01029957,1985
E01033451,2557
E01033452,1669
E01033454,1776
E01029937,2096
E01029953,1463
E01029954,2365
E01029955,1823
E01029956,1354
E01029925,1815
E01029949,1535
E01029950,1927
E01029951,1419
E01029952,1222
E01032612,2018
E01030095,1269
E01030096,1420
E01030097,1207
E01030145,1403
E01030146,1466
E01030094,1434
E01030121,2287
E01030132,1791
E01030133,1420
E01030130,1306
E01030131,1344
E01030139,1703
E01030140,1209
E01030141,1595
E01030103,1961
E01030104,2236
E01030138,2409
E01030127,1211
E01030128,1383
E01030129,1393
E01033044,1435
E01033045,1340
E01033050,1290
E01030091,1916
E01030093,1564
E01030137,1614
E01033043,1248
E01033046,1188
E01033047,1253
E01030092,1649
E01030123,1541
E01030124,1533
E01030125,1444
E01030148,1264
E01030149,1492
E01030098,2501
E01030100,2223
E01030119,2316
E01030134,1200
E01030135,1641
E01030142,1716
E01030143,1591
E01030144,1239
E01030147,1556
E01033048,1456
E01033049,1259
E01030099,1986
E01030101,2131
E01030150,2231
E01030120,3054
E01030122,2192
E01030151,2469
E01030109,1979
E01030110,2920
E01030111,1311
E01030112,1699
E01030115,2343
E01030116,2360
E01030117,1520
E01030118,1576
E01030105,1898
E01030106,2578
E01030107,1546
E01030108,1936
E01030113,2181
E01030114,1656
E09000007,262226
E01000907,1637
E01000908,1911
E01000909,1847
E01000912,1847
E01000913,1850
E01000893,1764
E01000894,1702
E01000895,1905
E01000896,1998
E01000899,2068
E01000910,1736
E01000911,1751
E01000921,2433
E01000923,1632
E01000928,1949
E01000878,2156
E01000879,1615
E01000880,1911
E01000884,1804
E01000885,1713
E01000871,1989
E01000872,2166
E01000873,1817
E01000874,1873
E01000877,1845
E01000886,1693
E01000887,1790
E01000888,1827
E01000892,2386
E01000903,1768
E01000889,2026
E01000890,1754
E01000891,1758
E01000901,2638
E01000922,1871
E01000927,2054
E01000881,2000
E01000882,1950
E01000883,1771
E01000897,1942
E01000898,2230
E01000866,2667
E01000870,1873
E01000924,1938
E01000925,1711
E01000926,2047
E01000969,2384
E01000970,1787
E01000971,1715
E01000972,2417
E01000973,2937
E01000842,1680
E01000844,2057
E01000848,2038
E01000849,1879
E01000900,2104
E01000902,1783
E01000904,2702
E01000905,2270
E01000906,1605
E01000875,1895
E01000876,2196
E01000931,2366
E01000932,1959
E01000974,2008
E01000843,2013
E01000845,1866
E01000846,1749
E01000847,1949
E01000864,1832
E01000865,1940
E01000867,1989
E01000868,1646
E01000869,2357
E01000962,1886
E01000964,1851
E01000965,1930
E01000966,1750
E01000968,1722
E01000960,2178
E01000961,2037
E01000963,2749
E01000967,1711
E01000857,1603
E01000858,2102
E01000859,1732
E01000860,1423
E01000862,1752
E01000856,1875
E01000861,1689
E01000957,1674
E01000958,3211
E01000959,1802
E01000929,2090
E01000930,2343
E01000933,2077
E01000934,1846
E01000935,1598
E01000863,1884
E01000946,2143
E01000947,2170
E01000948,1983
E01000952,1857
E01000953,3632
E01000954,1913
E01000955,1727
E01000956,1962
E01000944,2146
E01000945,1731
E01000949,1860
E01000950,1426
E01000951,1720
E01000936,2017
E01000938,1968
E01000939,1526
E01000940,1572
E01000853,1776
E01000937,2119
E01000941,1395
E01000942,2066
E01000943,1184
E01000850,2166
E01000851,2560
E01000852,1987
E01000854,1990
E01000915,1719
E01000916,2475
E01000917,2221
E01000920,2369
E01000855,1746
E01000914,2387
E01000918,2382
E01000919,2080
E09000001,8706
E01000001,1480
E01000002,1451
E01000003,1612
E01000005,1728
E01032739,1125
E01032740,1310
E09000012,279665
E01001808,2208
E01001809,2230
E01001814,1644
E01001823,1988
E01001825,1624
E01001714,1794
E01001811,1476
E01001813,1663
E01033701,2924
E01001799,1696
E01001802,1432
E01001804,1628
E01001807,2014
E01001812,2067
E01001725,1912
E01001726,1398
E01001800,1896
E01001824,2000
E01001826,1841
E01001723,2066
E01001724,2521
E01001727,1901
E01001768,1945
E01001769,1596
E01001715,1475
E01001716,1588
E01001717,1222
E01001718,1928
E01001719,1499
E01001720,1964
E01001742,1999
E01001801,1676
E01001803,2029
E01001806,1586
E01001741,1587
E01001805,1276
E01001829,1849
E01001831,1751
E01001832,1733
E01001764,2021
E01001765,1936
E01001767,1735
E01001770,1920
E01033703,1583
E01033713,1515
E01001792,2024
E01001793,1817
E01001794,2075
E01001795,1478
E01001796,1889
E01001736,1601
E01001737,1765
E01001738,1990
E01001739,2085
E01001786,2113
E01001787,1635
E01001788,1665
E01001790,1251
E01001740,1465
E01001747,2518
E01001830,2060
E01001833,2578
E01001834,2004
E01001835,1269
E01001733,1851
E01001785,1546
E01001789,1849
E01001791,1504
E01001745,2287
E01001746,1684
E01001757,1837
E01001758,2550
E01001759,1916
E01001761,1800
E01001731,3016
E01001734,1945
E01001760,1944
E01001762,2061
E01001846,1324
E01001847,1483
E01001848,1842
E01001849,2785
E01001729,2264
E01001730,2442
E01001732,2122
E01001735,1666
E01001838,1778
E01001850,1799
E01001748,2930
E01001749,1524
E01001763,2446
E01001816,1666
E01001819,1751
E01001744,2105
E01001750,2284
E01001751,1744
E01001756,2295
E01033698,1129
E01033699,1375
E01033700,3095
E01033707,1418
E01001836,2218
E01001840,1735
E01001841,1561
E01001844,2208
E01001845,1571
E01001837,1604
E01001839,2940
E01001842,1538
E01001843,1362
E01033704,2289
E01033712,1861
E01001772,1480
E01001774,2282
E01001775,1986
E01001815,1911
E01001820,1496
E01001821,1477
E01001752,2793
E01001753,1727
E01001754,3757
E01001755,1804
E01001773,2695
E01001776,1627
E01001779,3343
E01001781,1729
E01001782,2971
E01001783,1923
E01001777,2234
E01001780,1900
E01001784,2448
E01033706,1859
E01033708,2203
E01033709,1820
E01033711,3710
E01001798,1814
E01001828,2256
E01033702,1660
E01033705,1826
E01033710,1752
E01001722,2436
E01001728,2169
E01001822,1767
E01001827,2248
E09000013,185426
E01001874,2505
E01001875,1821
E01001876,2638
E01001877,1362
E01001878,1552
E01001955,2052
E01001957,1598
E01001958,1586
E01001961,1504
E01001954,1478
E01001956,1634
E01001959,1760
E01001960,1942
E01001943,1977
E01001944,1770
E01001945,1657
E01001946,1594
E01001862,1863
E01001940,1512
E01001941,1725
E01001942,1807
E01001858,1870
E01001860,1838
E01001861,1467
E01001863,1547
E01001864,1521
E01001852,1786
E01001853,1492
E01001854,1751
E01001857,1502
E01001859,2720
E01001865,1794
E01001927,1484
E01001930,1852
E01001895,1498
E01001896,1604
E01001897,1429
E01001929,1316
E01001851,1624
E01001855,1597
E01001856,1621
E01001869,1740
E01001873,1385
E01001928,1667
E01001931,1286
E01001932,1656
E01001933,1308
E01001866,1489
E01001867,1333
E01001868,1180
E01001870,1820
E01001871,1658
E01001872,1472
E01001893,1224
E01001894,1323
E01001898,1617
E01001899,1475
E01001900,1706
E01001889,1373
E01001910,1420
E01001913,1468
E01001914,1763
E01001885,1240
E01001908,1512
E01001909,1956
E01001911,1811
