LSOACode,MY2018AllPopulation
E01012652,1446
E01012617,1253
E01012646,1499
E01012647,1613
E01012650,1315
E01012649,1377
E01012651,1697
E01012653,1473
E01012654,1762
E01012614,1594
E01012615,1389
E01012616,1654
E01012659,1354
E01012660,1054
E01012661,1407
E01012592,1890
E01012628,1193
E01032485,1824
E01032486,1311
E06000009,139305
E01012663,1574
E01012664,1611
E01012665,1700
E01012716,1394
E01012719,1425
E01012662,1389
E01012703,1476
E01012704,1950
E01012706,1526
E01012717,1607
E01012666,1391
E01012667,1539
E01012668,1579
E01012669,1865
E01012718,1636
E01012690,1579
E01012691,1949
E01012692,1679
E01012705,1574
E01012723,1421
E01012693,1550
E01012711,1385
E01012747,1465
E01012750,1699
E01012681,1514
E01012683,1450
E01012748,1514
E01012749,1606
E01012707,1216
E01012720,1652
E01012721,1805
E01012724,1450
E01012678,973
E01012679,1473
E01012680,1389
E01012682,1428
E01012684,1460
E01012676,1382
E01012677,1364
E01012708,1264
E01012709,1624
E01012710,1233
E01012722,1282
E01012673,1359
E01012675,1626
E01012735,1264
E01012736,1242
E01012737,1515
E01012670,1272
E01012733,1081
E01012734,1302
E01012738,1294
E01012739,1395
E01012742,1089
E01012712,1607
E01012713,1853
E01012715,1519
E01012740,1436
E01012741,1308
E01012671,1429
E01012672,1388
E01012674,1694
E01012751,1445
E01012686,1437
E01012687,1476
E01012688,1106
E01012689,1221
E01012714,1609
E01012695,1289
E01012743,1668
E01012744,1580
E01012745,1663
E01012746,1800
E01012685,1492
E01012694,1275
E01012696,1542
E01012697,1331
E01012698,1636
E01012726,1669
E01012728,1532
E01012752,1249
E01012753,1120
E01012754,1173
E01012755,1394
E01012701,1533
E01012729,1536
E01012730,1739
E01012731,1519
E01012732,1659
E01012699,1726
E01012700,1795
E01012702,1391
E01012725,1448
E01012727,1537
E06000049,380790
E01018585,1354
E01018586,1854
E01018587,1587
E01018661,1258
E01018657,1131
E01018662,1165
E01018663,1582
E01018664,1326
E01018665,1104
E01018655,1525
E01018656,1536
E01018658,1204
E01018659,1244
E01018660,939
E01018582,1937
E01018592,1729
E01018593,1719
E01018594,1769
E01018595,1601
E01018596,2051
E01018583,1857
E01018584,1954
E01018612,1215
E01018613,1525
E01018600,1745
E01018601,1710
E01018602,1800
E01018652,1707
E01018598,1634
E01018599,1141
E01018648,2159
E01018649,1374
E01018650,1716
E01018651,1601
E01018654,2229
E01018588,1564
E01018589,1567
E01018590,1882
E01018653,2122
E01018605,1050
E01018609,1649
E01018610,2005
E01018611,1702
E01018603,1253
E01018604,1397
E01018606,1546
E01018607,1247
E01018608,1315
E01018666,1767
E01018667,1633
E01018668,1714
E01018572,1829
E01018573,1590
E01018574,2137
E01018580,1575
E01018581,1159
E01018575,1270
E01018576,1762
E01018577,2465
E01018578,1222
E01018579,1229
E01018641,1230
E01018642,1364
E01018643,1894
E01018644,1401
E01018614,1849
E01018618,1565
E01018619,1460
E01018620,1386
E01018621,1317
E01018626,2328
E01018628,1547
E01018629,1761
E01018630,1261
E01018631,1404
E01018615,1102
E01018616,1588
E01018617,1406
E01018632,1508
E01018633,1520
E01018622,1400
E01018623,1333
E01018624,1952
E01018625,1423
E01018627,1577
E01018635,1307
E01018636,1394
E01018634,1779
E01018645,1759
E01018646,1675
E01018647,1513
E01018591,2323
E01018597,2444
E01018669,2474
E01018670,2297
E01018637,1745
E01018638,1568
E01018639,1380
E01018640,1270
E01018393,2666
E01018411,2296
E01018412,1501
E01018413,1332
E01018414,1438
E01018415,1599
E01018416,1677
E01018424,1715
E01018425,1619
E01018426,1626
E01018427,1186
E01018419,1907
E01018420,1943
E01018421,1282
E01018422,1358
E01018423,1448
E01018395,1835
E01018396,1397
E01018400,2355
E01018401,1569
E01018398,1452
E01018399,1675
E01018402,1997
E01018403,1987
E01018397,1960
E01018408,1658
E01018409,1799
E01018410,1471
E01018404,1405
E01018405,1257
E01018406,1412
E01018407,1421
E01018436,1575
E01018437,1495
E01018438,1311
E01018439,1628
E01018440,2454
E01018441,2039
E01018442,2390
E01018443,1908
E01018432,1383
E01018433,1213
E01018434,1354
E01018435,1404
E01018394,2221
E01018417,1613
E01018418,1498
E01018428,1331
E01018429,1575
E01018430,1327
E01018431,1186
E01018472,1289
E01018473,1616
E01018474,1775
E01018475,1714
E01018463,1463
E01018476,1373
E01018477,1732
E01018478,1514
E01018479,1815
E01018459,1440
E01018460,1364
E01018461,1473
E01018466,2506
E01018467,2841
E01018482,1409
E01018483,1414
E01018484,2534
E01018485,1567
E01018499,1532
E01018500,1155
E01018501,1478
E01018502,1581
E01018462,2007
E01018464,1557
E01018496,1687
E01018497,1206
E01018498,1650
E01018387,1676
E01018388,1625
E01018389,1598
E01018390,1630
E01018465,3407
E01018468,1526
E01018469,1716
E01018470,1479
E01018471,1404
E01018386,1470
E01018391,2079
E01018392,1816
E01018486,1560
E01018487,1794
E01018488,1579
E01018489,1417
E01018510,1495
E01018511,1428
E01018512,1669
E01018513,1483
E01018445,2047
E01018446,1302
E01018447,2070
E01018448,1743
E01018490,1442
E01018491,1433
E01018492,1063
E01018505,1112
E01018506,1335
E01018507,1392
E01018451,1330
E01018454,1534
E01018455,1259
E01018456,1311
E01018457,1553
E01018493,1403
E01018494,1640
E01018495,1281
E01018508,1215
E01018509,1201
E01018444,2680
E01018480,2718
E01018515,2322
E01018516,1517
E01033375,1600
E01033376,1423
E01033378,1568
E01018452,1165
E01018503,1607
E01018504,1690
E01033372,1220
E01033373,1401
E01018449,1638
E01018450,2523
E01018458,2106
E01018481,1994
E01018514,2124
E06000050,340502
E01018534,2553
E01018535,1620
E01018536,1761
E01018537,1953
E01018685,1391
E01018686,1467
E01018687,1325
E01018688,1560
E01018689,1422
E01018690,2114
E01018675,2007
E01018708,2029
E01018721,2148
E01018518,1498
E01018569,1262
E01018570,1288
E01018571,1316
E01018546,1436
E01018547,1372
E01018548,1807
E01018549,1319
E01018532,1805
E01018533,1461
E01018544,1417
E01018545,1881
E01018519,1419
E01018520,1276
E01018525,1343
E01018563,2805
E01018564,2246
E01018523,1422
E01018524,1406
E01018541,1359
E01018542,1372
E01018543,1333
E01018528,1384
E01018529,1419
E01018530,1464
E01018531,1623
E01018560,1117
E01018561,1187
E01018562,1326
E01018522,1398
E01018538,1238
E01018539,1047
E01018540,1361
E01018521,1188
E01018550,1101
E01018551,1515
E01018552,1883
E01018553,1680
E01018671,1209
E01018672,1564
E01018673,1150
E01018674,1491
E01018556,1360
E01018557,1393
E01018558,1212
E01018559,1098
E01018565,1509
E01018566,1233
E01018567,1336
E01018568,1512
E01018684,2289
E01018695,1748
E01018696,1488
E01018697,1736
E01018698,1983
E01018526,1581
E01018527,1551
E01018554,2225
E01018555,1113
E01018704,1468
E01018705,1436
E01018706,1832
E01018718,1694
E01018722,2291
E01018713,4476
E01018714,2102
E01018715,1753
E01018726,1566
E01018727,1619
E01018728,1558
E01018729,1575
E01018709,1471
E01018710,1456
E01018711,1529
E01018712,1468
E01018699,1571
E01018701,1439
E01018716,1562
E01018717,1788
E01018719,1395
E01018720,1521
E01018308,1991
E01018336,1226
E01018337,1313
E01018338,1818
E01018358,1340
E01018359,1041
E01018691,1641
E01018693,1749
E01018694,1845
E01018700,1971
E01018702,1392
E01018703,1780
E01018676,1694
E01018677,1516
E01018678,1235
E01018679,2017
E01018692,1941
E01018360,2156
E01018366,1487
E01018367,2125
E01018680,1725
E01018681,1548
E01018682,1060
E01018683,1587
E01018364,1587
E01018365,2031
E01018378,1236
E01018379,1274
E01018380,1127
E01018362,1583
E01018363,1000
E01018374,1909
E01018375,1840
E01018376,1717
E01018377,2134
E01018309,1594
E01018310,1548
E01018311,1445
E01018312,1504
E01018349,1682
E01018350,2104
E01018368,1470
E01018370,1576
E01018313,1310
E01018314,1617
E01018315,1152
E01018316,1441
E01018317,1569
E01018345,1307
E01018346,1380
E01018347,1318
E01018383,1470
E01018384,1381
E01018327,2338
E01018343,1524
E01018361,1614
E01032930,2160
E01032931,1123
E01018326,2457
E01018328,1574
E01018329,2623
E01018330,1596
E01018331,1644
E01018733,1273
E01018734,1244
E01018748,1414
E01018749,2649
E01018319,1980
E01018344,1922
E01018381,1157
E01018382,1531
E01018736,1642
E01018737,1754
E01018743,1374
E01018744,1665
E01018732,1380
E01018745,1570
E01018746,1839
E01018747,1593
E01018323,1507
E01018324,1357
E01018325,1474
E01018385,1930
E01018730,1322
E01018738,1534
E01018739,1575
E01018741,1246
E01018320,1463
E01018321,1257
E01018322,1183
E01018348,3606
E01018731,1742
E01018735,1298
E01018740,1472
E01018742,1796
E01018332,1072
E01018333,1378
E01018334,1504
E01018340,1411
E01018341,1122
E01018342,1491
E01018351,1446
E01018352,1741
E01018353,1629
E01018354,1668
E01018707,1686
E01018723,1237
E01018724,1701
E01018725,1358
E01018335,2105
E01018369,1665
E01018371,1921
E01018372,2127
E01018339,2294
E01018355,1296
E01018356,1586
E01018357,1583
E01018373,2100
E06000006,128432
E01012392,2832
E01012393,2767
E01012395,1527
E01012411,1314
E01012374,2793
E01012375,1593
E01012376,2804
E01012421,1263
E01012423,1297
E01012368,1863
E01012410,1176
E01012412,1527
E01012413,1513
E01012414,1176
E01012377,1938
E01012390,1588
E01012419,1072
E01012420,1494
E01012422,1541
E01012369,1640
E01012394,1816
E01012425,1588
E01012426,1305
E01012427,1931
E01012378,1498
E01012379,1528
E01012380,1417
E01012388,1780
E01012442,1600
E01012367,1847
E01012370,1841
E01012424,1878
E01012441,2314
E01012389,1655
E01012391,2203
E01012401,1837
E01012443,1582
E01012385,1720
E01012386,2183
E01012387,1094
E01012434,1548
E01012435,2046
E01012381,1728
E01012382,1730
E01012384,1527
E01012444,1226
E01012445,1251
E01012398,1247
E01012400,1141
E01012402,1602
E01012404,1409
E01012405,2012
E01012416,1834
E01012417,1264
E01012428,2236
E01012429,1425
E01012430,1687
E01012431,2126
E01012383,1622
E01012396,1527
E01012397,1651
E01012399,1486
E01012403,1791
E01012408,2018
E01012432,1376
E01012433,1483
E01012436,1331
E01012438,1144
E01012440,1246
E01012406,1504
E01012407,1561
E01012409,1352
E01012437,1254
E01012439,1543
E01012371,1185
E01012372,1126
E01012373,1210
E01012415,1266
E01012418,1382
E06000007,209547
E01012471,2293
E01012472,1846
E01012476,1576
E01012477,1558
E01012473,1510
E01012474,1422
E01012475,1495
E01012554,1963
E01012467,1202
E01012468,2541
E01012469,1552
E01012470,1130
E01012460,1403
E01012462,1199
E01012463,1058
E01012464,1374
E01012459,1378
E01012461,1219
E01012465,1220
E01012466,1432
E01012526,1824
E01012534,1595
E01012535,1853
E01012537,1552
E01012539,1540
E01012538,1359
E01012540,1282
E01012541,1242
E01012542,1373
E01012543,1418
E01012544,1384
E01012521,1534
E01012522,1347
E01012533,1553
E01012536,1450
E01012545,1792
E01012546,1637
E01012561,1468
E01012562,2108
E01012567,1899
E01012568,4400
E01012563,1667
E01012564,1311
E01012565,2928
E01012566,2307
E01012569,1782
E01012570,1147
E01012481,1540
E01012482,1536
E01012520,1562
E01012523,1406
E01012524,1439
E01012525,1400
E01012478,2075
E01012547,1683
E01012548,1781
E01012549,1595
E01012550,1679
E01012453,1779
E01012454,2540
E01012455,2197
E01012457,1665
E01012551,1514
E01012552,1397
E01012553,1217
E01012555,1333
E01012556,1443
E01012491,1347
E01012492,1371
E01012493,1671
E01012494,1578
E01012500,1360
E01012495,1687
E01012496,1422
E01012497,1225
E01012498,1567
E01012499,1886
E01012501,1392
E01012479,1692
E01012480,2228
E01012510,2198
E01012511,1656
E01033299,2794
E01033303,1216
E01012458,2838
E01012483,1740
E01012509,2278
E01012512,1490
E01033300,1455
E01033302,1802
E01012527,1404
E01012528,1182
E01012529,1430
E01012530,1337
E01012531,1528
E01012532,1353
E01012504,2899
E01012505,1453
E01012506,1595
E01012507,1912
E01012508,1713
E01012513,2042
E01012514,1651
E01012515,1558
E01012516,1357
E01012517,2178
E01012518,2513
E01012519,1383
E01012485,1500
E01012486,1471
E01012487,1571
E01012489,1851
E01012490,1432
E01012450,1389
E01012451,1608
E01012557,1493
E01012558,1718
E01012559,1501
E01012560,1465
E01012448,1603
E01012488,1826
E01012502,1637
E01012503,1439
E01012446,1273
E01012447,1414
E01012449,1344
E01012452,1727
E07000026,97527
E01019126,1675
E01019127,1552
E01019132,1832
E01019134,1431
E01019135,1532
E01019136,1943
E01019137,1137
E01019083,1888
E01019107,1519
E01019130,1759
E01019131,1818
E01019081,1973
E01019082,1470
E01019102,1748
E01019128,1628
E01019133,1604
E01019093,1573
E01019094,2192
E01019096,2301
E01019114,1457
E01019115,1641
E01019095,1535
E01019097,1716
E01019098,1634
E01019099,1755
E01019084,1668
E01019085,1672
E01019086,1054
E01019088,1880
E01019091,1797
E01019078,1475
E01019079,1481
E01019080,1767
E01019087,1599
E01019090,1524
E01019116,1282
E01019118,1358
E01019122,1359
E01019123,1630
E01019124,1975
E01019125,1488
E01019111,1776
E01019112,1730
E01019113,1716
E01019120,1597
E01019121,1826
E01019108,1422
E01019109,1833
E01019110,1555
E01019117,1417
E01019119,1547
E01019089,1631
E01019100,1950
E01019101,1455
E01019129,2055
E01019092,1529
E01019103,1280
E01019104,1404
E01019105,1035
E01019106,1447
E07000027,67137
E01019144,1373
E01019145,1971
E01019146,1407
E01019147,1528
E01019148,1383
E01019149,1347
E01019150,1464
E01019151,1439
E01019152,1182
E01019153,982
E01019154,1240
E01019155,1278
E01019162,1463
E01019163,1268
E01019156,1238
E01019159,1139
E01019164,1521
E01019165,1387
E01019166,1233
E01019167,1330
E01019168,1275
E01019169,1491
E01019170,1206
E01019171,1256
E01019161,1865
E01019176,1735
E01019177,1350
E01019178,1485
E01019179,1158
E01019140,1068
E01019160,1370
E01019172,1281
E01019173,1245
E01019174,1141
E01019175,1446
E01019141,1191
E01019142,1330
E01019143,1561
E01019157,1336
E01019158,1113
E01019180,1925
E01019182,1424
E01019184,1346
E01033160,2092
E01019138,1142
E01019139,1331
E01019185,1379
E01019186,1204
E01019187,1218
E07000028,108387
E01019226,1229
E01019227,1380
E01019228,1505
E01019229,1885
E01019200,1670
E01019201,1502
E01019202,1554
E01019225,1935
E01019188,1610
E01019189,1430
E01019190,1358
E01019191,1451
E01019244,1282
E01019196,1772
E01019238,1401
E01019240,2119
E01019241,1721
E01019243,1357
E01019251,1953
E01019192,1403
E01019195,1316
E01019203,2178
E01019254,1288
E01019255,1318
E01019204,1122
E01019206,1480
E01019234,1535
E01019235,1328
E01019237,1463
E01019242,1303
E01019219,2192
E01019224,1980
E01019239,1539
E01019249,1544
E01019250,1420
E01019205,1566
E01019207,1299
E01019215,1524
E01019218,1555
E01019233,1304
E01019193,1780
E01019194,2227
E01019230,1532
E01019231,1531
E01019232,1377
E01019252,1333
E01019209,1272
E01019211,1655
E01019216,1656
E01019217,1717
E01019220,1706
E01019236,1624
E01019197,1961
E01019198,1368
E01019199,1027
E01019221,1878
E01019222,1824
E01019245,1509
E01019208,1494
E01019210,1538
E01019246,1289
E01019247,1431
E01019248,1156
E01019212,1657
E01019213,3197
E01019214,2625
E01019223,1551
E01019253,1701
E07000029,68424
E01019268,1078
E01019269,1553
E01019270,1277
E01019297,1242
E01019260,1501
E01019280,1443
E01019281,1231
E01019282,1197
E01019261,1810
E01019262,1632
E01019284,1217
E01019285,1446
E01019286,1230
E01019287,1121
E01019288,1485
E01019256,1403
E01019263,1140
E01019264,1744
E01019265,1242
E01019266,1346
E01019267,1295
E01019276,970
E01019277,1221
E01019278,1327
E01019291,1428
E01019292,1050
E01019294,1484
E01019295,1503
E01019296,1495
E01019301,1683
E01019302,1255
E01019271,1291
E01019272,1444
E01019273,1532
E01019274,1505
E01019275,1999
E01019257,1457
E01019258,1474
E01019279,1341
E01019300,1672
E01019303,1566
E01019304,1191
E01019259,1315
E01019283,1417
E01019289,1478
E01019290,1054
E01019293,1284
E01019298,1445
E01019299,1910
E07000030,52881
E01019305,2039
E01019314,1328
E01019320,1376
E01019321,1536
E01019315,1795
E01019316,1487
E01019322,1436
E01019338,1479
E01019327,1554
E01019332,1427
E01019333,1329
E01019335,1402
E01019336,1711
E01019312,1512
E01019326,1658
E01019328,1457
E01019329,1054
E01019330,1392
E01019331,1570
E01019334,1326
E01019308,1342
E01019311,1461
E01019313,1309
E01019339,1382
E01019306,1171
E01019307,1899
E01019310,1393
E01019319,1505
E01019323,1169
E01019324,1303
E01019337,1398
E01019309,2318
E01019317,1389
E01019318,1286
E01019325,1423
E01019340,1265
E07000031,104532
E01019374,1558
E01019375,1456
E01019376,1433
E01019395,1927
E01019387,2155
E01019396,1980
E01019397,1905
E01019398,1228
E01019399,1046
E01019346,1984
E01019359,2320
E01019365,2215
E01019370,2280
E01019360,2055
E01019363,1990
E01019364,2100
E01019371,2345
E01019358,1907
E01019362,1864
E01019366,1828
E01019394,2297
E01019361,1888
E01019367,2813
E01019368,2178
E01019369,1821
E01019356,1445
E01019381,2017
E01019386,1794
E01019344,947
